Brand,Model,Imagen,Contenido,Contenido1,Contenido2,Contenido10,Contenido11,Contenido12
 TECNOWIND , LEVEL MID PLUS 90 B-K326R0049 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 74,8", kWh/año ,Ruido, 62, dB 
 AMICA , AH4426 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 26,5", kWh/año ,Ruido, 63, dB 
 FAGOR , FH9050IVN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 26,5", kWh/año ,Ruido, 63, dB 
 AEG , IDE74243IB 942150896 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 32,1", kWh/año ,Ruido, 57, dB 
 Candy , CCE116/1XGG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 15,1", kWh/año ,Ruido, 52, dB 
 Grundig , GDKP5460BC 8899933600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 47,8", kWh/año ,Ruido, 68, dB 
 GALVAMET , 0ISLV060A275L2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 48, kWh/año ,Ruido, 64, dB 
 GALVAMET , 0ISLV090A275L2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,3", kWh/año ,Ruido, 64, dB 
 GALVAMET , 0ISLV075A275L2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,3", kWh/año ,Ruido, 64, dB 
 GALVAMET , 0ISLV120A275L2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,3", kWh/año ,Ruido, 64, dB 
 Flexit , Facet-M HV art.no. 118693 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 17,5", kWh/año ,Ruido, 62, dB 
 Flexit , Facet-M RF art.no. 118694 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 17,5", kWh/año ,Ruido, 62, dB 
 Neff , D95IMM1G0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 58, dB 
 SMEG , KLT120LWHS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 108,9", kWh/año ,Ruido, 62, dB 
 ELICA , E127XXI-026-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 49,6", kWh/año ,Ruido, 68, dB 
 ELICA , E127XXI-025-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 59,9", kWh/año ,Ruido, 68, dB 
 ELICA , E127XXI-024-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 59,9", kWh/año ,Ruido, 68, dB 
 SMEG , KT90GRE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 59,4", kWh/año ,Ruido, 61, dB 
 Neff , D95IMW1G0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Consumo anual de energía," 34,6", kWh/año ,Ruido, 53, dB 
 SMEG , KT100GRE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,2", kWh/año ,Ruido, 64, dB 
 SMEG , KT110GRE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Consumo anual de energía," 56,9", kWh/año ,Ruido, 63, dB 
 SMEG , KSET51E2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 69,8", kWh/año ,Ruido, 67, dB 
 Neff , D95FMS1G0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Consumo anual de energía," 37,8", kWh/año ,Ruido, 57, dB 
 falmec , CPOI90.E8P2#ZZZI491F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,4", kWh/año ,Ruido, 61, dB 
 falmec , CPON90.E8P2#ZZZI491F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,4", kWh/año ,Ruido, 61, dB 
 AEG , DGE5161HM 942022566 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 58,4", kWh/año ,Ruido, 64, dB 
 Electrolux , LFG719R 942022580 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 AKPO , WK-9 CLARUS PRO60/T09/C16/L06/FA4 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 56, kWh/año ,Ruido, 70, dB 
 MAAN , OAREP60JFSW-S3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 52,4", kWh/año ,Ruido, 61, dB 
 MAAN , OAREP60JFP-S3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 51,7", kWh/año ,Ruido, 65, dB 
 Electrolux , LFG716W 942022579 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 Electrolux , LIC744I 942150898 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 32,1", kWh/año ,Ruido, 57, dB 
 Electrolux , LFG716R 942022578 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 Electrolux , LFG719W 942022581 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 Electrolux , EFG516X 942022583 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 96,1", kWh/año ,Ruido, 60, dB 
 Kernau , KBH 0145 B Glass ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 34,6", kWh/año ,Ruido, 64, dB 
 muhler , AMK-400 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 91, kWh/año ,Ruido, 72, dB 
 Faber , 325.0637.135 P2343                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,7", kWh/año ,Ruido, 66, dB 
 Neff , D46ED22N1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 22,2", kWh/año ,Ruido, 62, dB 
 Bosch , DFS067A51B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 37,9", kWh/año ,Ruido, 53, dB 
 Siemens , LI67SB531S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 37,9", kWh/año ,Ruido, 53, dB 
 TECNOWIND , KA138-K482I0002 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 42,5", kWh/año ,Ruido, 61, dB 
 Novy , 6512 V02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 49,6", kWh/año ,Ruido, 57, dB 
 Siemens , LI94MA531B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 22,2", kWh/año ,Ruido, 63, dB 
 Bosch , DFS097A51B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 38,1", kWh/año ,Ruido, 53, dB 
 TECNOWIND , KA123-K536I0002 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 42,5", kWh/año ,Ruido, 61, dB 
 Neff , D49ED22N1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 22,2", kWh/año ,Ruido, 63, dB 
 TECNOWIND , ISOLA LEVEL 90-K560R0005 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,8", kWh/año ,Ruido, 63, dB 
 ORANIER , 8717 93 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 49,8", kWh/año ,Ruido, 58, dB 
 Siemens , LI64MA531B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 22,2", kWh/año ,Ruido, 62, dB 
 Neff , D46ML54N1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 37,9", kWh/año ,Ruido, 53, dB 
 TECNOWIND , ISOLA LENS 90-K561R0004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,8", kWh/año ,Ruido, 63, dB 
 Neff , D49ML54N1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 53, dB 
 Neff , D49PU54X1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 53, dB 
 AMICA , OMC6661BG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 65,8", kWh/año ,Ruido, 63, dB 
 Neff , D65IHM1S2B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 58, dB 
 Pitsos , 2MIC61T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 67, dB 
 Neff , D46BR22N1B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 67, dB 
 Neff , D95IHM1S2B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 58, dB 
 Siemens , LI97SA561B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 53, dB 
 TECNOWIND , LENS MID 60-K337R0023 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 64, dB 
 TECNOWIND , SMOOTH MID PLUS 60-K327R0014 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 66, dB 
 TECNOWIND , LENS MID 90-K337R0024 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 64, dB 
 Bosch , DFM063W56B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 64, dB 
 TECNOWIND , FLEX MID PLUS 60-K338R0019 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 66, dB 
 TECNOWIND , LEVEL MID PLUS 90-K326R0042 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 74,8", kWh/año ,Ruido, 62, dB 
 TECNOWIND , LEVEL MID PLUS 60-K326R0043 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 74,8", kWh/año ,Ruido, 62, dB 
 TECNOWIND , KA124-K539I0000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 115,9", kWh/año ,Ruido, 61, dB 
 TECNOWIND , FLEX MID PLUS 90-K338R0020 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 66, dB 
 TECNOWIND , SMOOTH MID PLUS 90-K327R0015 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 76,2", kWh/año ,Ruido, 66, dB 
 HANSA , OTS6251WH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 124,4", kWh/año ,Ruido, 68, dB 
 HANSA , OTS6251IH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 124,4", kWh/año ,Ruido, 68, dB 
 Faber , 305.0639.256 P2119                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 55,2", kWh/año ,Ruido, 67, dB 
 Faber , 305.0639.256 P2264                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,8", kWh/año ,Ruido, 65, dB 
 MAAN , OXT260DEP-S3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 60,7", kWh/año ,Ruido, 63, dB 
 MAAN , OXT250DEP-S3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 60,7", kWh/año ,Ruido, 63, dB 
 AEG , IDE74243IB 942150899 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 32,1", kWh/año ,Ruido, 57, dB 
 Husqvarna , QHFB860P 942150897 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 55,5", kWh/año ,Ruido, 62, dB 
 AEG , DGE5661HM 942022568 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 AEG , DGE5861HM 942022567 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 Electrolux , LFG716X 942022572 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 Electrolux , LFG719X 942022570 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 MAAN , OROD60JEUW-S3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 53,4", kWh/año ,Ruido, 68, dB 
 MAAN , OSANI8098RW-S7 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 75,7", kWh/año ,Ruido, 63, dB 
 Electrolux , LFG516X 942022582 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 96,1", kWh/año ,Ruido, 60, dB 
 ELICA , K05XXXI-030-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,5", kWh/año ,Ruido, 67, dB 
 WHIRLPOOL , WHVP 62F LT SK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,9", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , AKR 62F LT K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,9", kWh/año ,Ruido, 65, dB 
 Eurolux , GLORY 90 WH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 49,5", kWh/año ,Ruido, 64, dB 
 TEKA , DBP 70 PRO INOX VR01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 68, dB 
 Electrolux , LFT429W 942022561 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 96,4", kWh/año ,Ruido, 68, dB 
 ELBA , ECH 6076 XTP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 115, kWh/año ,Ruido, 61, dB 
 Electrolux , LFT426K 942022560 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 96,4", kWh/año ,Ruido, 68, dB 
 TEKA , DLV 99677 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png,Consumo anual de energía," 23,7", kWh/año ,Ruido, 65, dB 
 Faber , 315.0635.140 P2371                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 66,5", kWh/año ,Ruido, 63, dB 
 Faber , 315.0635.143 P2371                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 66,5", kWh/año ,Ruido, 63, dB 
 Faber , 315.0635.142 P2371                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 66,5", kWh/año ,Ruido, 63, dB 
 Novy , 7853 V01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 46,2", kWh/año ,Ruido, 51, dB 
 Novy , 7833 V01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 45,5", kWh/año ,Ruido, 51, dB 
 ELICA , E077XXI-168-510 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 79,1", kWh/año ,Ruido, 66, dB 
 TURBOAIR , K05XXXI-032-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 81, kWh/año ,Ruido, 64, dB 
 Jetair , K05XXXI-032-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 81, kWh/año ,Ruido, 64, dB 
 TEKA , DBP 90 PRO INOX VR01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 68, dB 
 Candy , CMBS655X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 63,2", kWh/año ,Ruido, 65, dB 
 Candy , CDG9MBGG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 44,8", kWh/año ,Ruido, 64, dB 
 Candy , CDG6MBGG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 44,8", kWh/año ,Ruido, 64, dB 
 DALBACH , WHB60-01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 52, kWh/año ,Ruido, 70, dB 
 DALBACH , WHB90-01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 52, kWh/año ,Ruido, 70, dB 
 WHIRLPOOL , WHVP 65F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 72,7", kWh/año ,Ruido, 60, dB 
 WHIRLPOOL , AKR 65F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 72,7", kWh/año ,Ruido, 60, dB 
 Faber , 325.0628.236 P2362                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 73,9", kWh/año ,Ruido, 67, dB 
 Atlantic , ATCH.I90E-3D8 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 60, kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.P900M-DIS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 58,7", kWh/año ,Ruido, 74, dB 
 Atlantic , ATCH.I60E-3D8 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 59, kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.S60M-60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 43,6", kWh/año ,Ruido, 71, dB 
 Atlantic , ATCH.CG60M-8A8 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,5", kWh/año ,Ruido, 68, dB 
 Atlantic , ATCH.CG90M-8A8 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 52,6", kWh/año ,Ruido, 68, dB 
 Atlantic , ATCH.B175M-08A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 52, kWh/año ,Ruido, 67, dB 
 Atlantic , ATCH.T90M-C12 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 53,1", kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.FG60M-8B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 52,6", kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.FG90M-8B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 52,6", kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.T60M-C12 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 50,3", kWh/año ,Ruido, 69, dB 
 Atlantic , ATCH.B152M-08A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,5", kWh/año ,Ruido, 66, dB 
 AEG , DVB5870B 942051410 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 66, dB 
 WHIRLPOOL , WVH 92 K F KIT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 55,2", kWh/año ,Ruido, 62, dB 
 falmec , CCFN85.E0P2#ZZZN460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 Exquisit , UBH 08-2.2 InoxLook ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 27, kWh/año ,Ruido, 65, dB 
 Exquisit , UBH 20-2.2 MI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 27, kWh/año ,Ruido, 61, dB 
 falmec , CCFN85.E0P2#ZZZ9460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 falmec , CCFN85.E0P2#ZZZF460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 falmec , CCFN85.E0P2#ZZZR460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 falmec , CCFN85.E0P2#ZZZT460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 falmec , CCFN85.E0P2#ZZZ8460F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 61, dB 
 BEKO , HNT61110X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 69, kWh/año ,Ruido, 69, dB 
 falmec , CUZQ90.01P8#ZZZN461F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 38,3", kWh/año ,Ruido, 64, dB 
 Faber , 305.0628.270 P2261                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 59,6", kWh/año ,Ruido, 64, dB 
 DALBACH , UBH60-01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 27, kWh/año ,Ruido, 61, dB 
 vidaxl , 50707 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50708 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 242722 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50117 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50705 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50704 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 242721 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50702 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50703 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50706 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
 vidaxl , 50709 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 53, kWh/año ,Ruido, 59, dB 
