Type,Title,eclrow2,Content,eclrow5,Content6,Image
 Vents , 125 Simple VT ,Annual Electricity Consumption, 106,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Solid V ,Annual Electricity Consumption, 145,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 VKO1T press ,Annual Electricity Consumption, 92,Maximum flow rate, 194,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Wave ,Annual Electricity Consumption, 145,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Wave T ,Annual Electricity Consumption, 138,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Wave T1 ,Annual Electricity Consumption, 138,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X ,Annual Electricity Consumption, 100,Maximum flow rate, 164,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X star turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 206,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X1 ,Annual Electricity Consumption, 100,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 XT ,Annual Electricity Consumption, 73,Maximum flow rate, 164,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D ,Annual Electricity Consumption, 103,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D T 12 ,Annual Electricity Consumption, 110,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D V 12 ,Annual Electricity Consumption, 116,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D V turbo ,Annual Electricity Consumption, 110,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D1 ,Annual Electricity Consumption, 103,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 K ,Annual Electricity Consumption, 100,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 K turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD ,Annual Electricity Consumption, 113,Maximum flow rate, 265,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD Auto ,Annual Electricity Consumption, 100,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD Auto T ,Annual Electricity Consumption, 66,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD Light ,Annual Electricity Consumption, 100,Maximum flow rate, 265,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD Light turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 310,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD V ,Annual Electricity Consumption, 113,Maximum flow rate, 265,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD V turbo ,Annual Electricity Consumption, 117,Maximum flow rate, 310,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD VT press ,Annual Electricity Consumption, 132,Maximum flow rate, 270,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M 12 ,Annual Electricity Consumption, 138,Maximum flow rate, 263,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M turbo ,Annual Electricity Consumption, 105,Maximum flow rate, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M VT ,Annual Electricity Consumption, 97,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M1 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 262,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M3 press ,Annual Electricity Consumption, 100,Maximum flow rate, 307,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M3 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M3T ,Annual Electricity Consumption, 61,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MAT 12 ,Annual Electricity Consumption, 68,Maximum flow rate, 263,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MF L ,Annual Electricity Consumption, 138,Maximum flow rate, 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MF T ,Annual Electricity Consumption, 131,Maximum flow rate, 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Modern 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 236,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Modern T 12 ,Annual Electricity Consumption, 76,Maximum flow rate, 236,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Quietline ,Annual Electricity Consumption, 100,Maximum flow rate, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Quietline T ,Annual Electricity Consumption, 95,Maximum flow rate, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Quietline T Extra ,Annual Electricity Consumption, 77,Maximum flow rate, 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Quietline T Q ,Annual Electricity Consumption, 120,Maximum flow rate, 305,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S 12 ,Annual Electricity Consumption, 116,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S turbo ,Annual Electricity Consumption, 110,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S V ,Annual Electricity Consumption, 103,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S VT ,Annual Electricity Consumption, 98,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S1 turbo ,Annual Electricity Consumption, 110,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S1 V 12 ,Annual Electricity Consumption, 116,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 SILENTA-S ,Annual Electricity Consumption, 100,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 SILENTA-ST ,Annual Electricity Consumption, 62,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 VKO1 Q ,Annual Electricity Consumption, 100,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 X star turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 302,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 XT ,Annual Electricity Consumption, 69,Maximum flow rate, 258,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 Duo V ,Annual Electricity Consumption, 94,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 T1 (230V/60Hz) ,Annual Electricity Consumption, 92,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 125 (230V/60Hz) ,Annual Electricity Consumption, 115,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 125 VT ,Annual Electricity Consumption, 109,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 150 VT ,Annual Electricity Consumption, 91,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet Extra 150 ,Annual Electricity Consumption, 85,Maximum flow rate, 370,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Disc 100 (230V/60Hz) ,Annual Electricity Consumption, 97,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Disc 100 T ,Annual Electricity Consumption, 92,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Disc 100 T1 ,Annual Electricity Consumption, 92,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Disc 125 V (230V/60Hz) ,Annual Electricity Consumption, 115,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Disc 150 VT ,Annual Electricity Consumption, 91,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 100 ,Annual Electricity Consumption, 97,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 100 DC T1 ,Annual Electricity Consumption, 25,Maximum flow rate, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 100 Duo T ,Annual Electricity Consumption, 88,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 100 T ,Annual Electricity Consumption, 92,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 100 V ,Annual Electricity Consumption, 97,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 125 Duo ,Annual Electricity Consumption, 82,Maximum flow rate, 170,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 125 Duo T ,Annual Electricity Consumption, 77,Maximum flow rate, 170,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 150 ,Annual Electricity Consumption, 97,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild 150 VT ,Annual Electricity Consumption, 91,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Mild Extra 150 VT ,Annual Electricity Consumption, 80,Maximum flow rate, 370,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 100 12 ,Annual Electricity Consumption, 110,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 100 T 12 ,Annual Electricity Consumption, 104,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 100 V ,Annual Electricity Consumption, 97,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 125 ,Annual Electricity Consumption, 115,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 125 T ,Annual Electricity Consumption, 109,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 125 V ,Annual Electricity Consumption, 115,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 125 VT ,Annual Electricity Consumption, 109,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 150 T ,Annual Electricity Consumption, 91,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild 150 VT ,Annual Electricity Consumption, 91,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-N-Mild Extra 150 ,Annual Electricity Consumption, 85,Maximum flow rate, 370,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-S 100 T 12 ,Annual Electricity Consumption, 102,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-S 100 V 12 ,Annual Electricity Consumption, 108,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet-Style 100 VT 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , RO 125-turbo V ,Annual Electricity Consumption, 98,Maximum flow rate, 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 100 ,Annual Electricity Consumption, 191,Maximum flow rate, 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 100 T ,Annual Electricity Consumption, 181,Maximum flow rate, 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 100-12 ,Annual Electricity Consumption, 219,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 100-turbo ,Annual Electricity Consumption, 174,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 100-turbo T ,Annual Electricity Consumption, 166,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 125 T ,Annual Electricity Consumption, 109,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , SO 125-turbo T ,Annual Electricity Consumption, 93,Maximum flow rate, 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VN-1C 80 K T ,Annual Electricity Consumption, 282,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VN-D 80 T ,Annual Electricity Consumption, 331,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VNV-1A 80 KP T ,Annual Electricity Consumption, 326,Maximum flow rate, 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VNV-1B 80 T ,Annual Electricity Consumption, 282,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VNV-1D 80 KV T ,Annual Electricity Consumption, 331,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VNV-1D 80 KVK T ,Annual Electricity Consumption, 331,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Z 100 ,Annual Electricity Consumption, 100,Maximum flow rate, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Z 100 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Z 125 ,Annual Electricity Consumption, 100,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Z 150 ,Annual Electricity Consumption, 100,Maximum flow rate, 298,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S1 VT 12 ,Annual Electricity Consumption, 110,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VUE 300 P3 A3 ,Annual Electricity Consumption, 891,Maximum flow rate, 300,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VUT 250 H mini ,Annual Electricity Consumption, 836,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VUT 250 V mini ,Annual Electricity Consumption, 836,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VUT 530 EH ,Annual Electricity Consumption, 799,Maximum flow rate, 470,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , VUT 530 H ,Annual Electricity Consumption, 799,Maximum flow rate, 470,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MA Reverse  ,Annual Electricity Consumption, 80,Maximum flow rate, 202,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents ,  100 VITRO turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents ,  125 VITRO turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 243,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents ,  150 VITRO turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 358,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Ace ,Annual Electricity Consumption, 111,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Ace L ,Annual Electricity Consumption, 111,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Ace V L ,Annual Electricity Consumption, 111,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Base Q ,Annual Electricity Consumption, 115,Maximum flow rate, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 CFT ,Annual Electricity Consumption, 122,Maximum flow rate, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D ,Annual Electricity Consumption, 185,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D VT 12 ,Annual Electricity Consumption, 194,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D1 T turbo ,Annual Electricity Consumption, 154,Maximum flow rate, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D1 turbo ,Annual Electricity Consumption, 162,Maximum flow rate, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D1 VT turbo ,Annual Electricity Consumption, 154,Maximum flow rate, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 D3 Q5 ,Annual Electricity Consumption, 200,Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Domino T 12 ,Annual Electricity Consumption, 136,Maximum flow rate, 77,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Flip VT ,Annual Electricity Consumption, 105,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 K ,Annual Electricity Consumption, 100,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD Auto press ,Annual Electricity Consumption, 200,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD Auto T press ,Annual Electricity Consumption, 151,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD Fresh time 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 77,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD turbo ,Annual Electricity Consumption, 174,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD V ,Annual Electricity Consumption, 199,Maximum flow rate, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD V press ,Annual Electricity Consumption, 223,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD VT ,Annual Electricity Consumption, 189,Maximum flow rate, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LD VT turbo ,Annual Electricity Consumption, 166,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 LX3T Q ,Annual Electricity Consumption, 109,Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M T press ,Annual Electricity Consumption, 192,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M T turbo ,Annual Electricity Consumption, 149,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M V ,Annual Electricity Consumption, 179,Maximum flow rate, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M V turbo ,Annual Electricity Consumption, 157,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M VT turbo ,Annual Electricity Consumption, 149,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1 press ,Annual Electricity Consumption, 100,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1 Q ,Annual Electricity Consumption, 94,Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1T 12 ,Annual Electricity Consumption, 121,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M1T turbo ,Annual Electricity Consumption, 93,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M3 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M3T 12 ,Annual Electricity Consumption, 121,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 M3T turbo ,Annual Electricity Consumption, 93,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MA turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MF T 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MF T L 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MF T1 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MF VT 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 MF VT L 12 ,Annual Electricity Consumption, 112,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Modern Auto T  ,Annual Electricity Consumption, 137,Maximum flow rate, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 PF1  ,Annual Electricity Consumption, 100,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 PF1 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Quiet VT 12 ,Annual Electricity Consumption, 104,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Quietline ,Annual Electricity Consumption, 89,Maximum flow rate, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 S ,Annual Electricity Consumption, 185,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
