Type,Title,eclrow2,Content,eclrow5,Content6,Image
 Vents , 100 S1 T ,Annual Electricity Consumption, 175,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 S1 VT ,Annual Electricity Consumption, 175,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 SILENTA-M ,Annual Electricity Consumption, 100,Maximum flow rate, 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Simple T ,Annual Electricity Consumption, 175,Maximum flow rate, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Simple V Q1 ,Annual Electricity Consumption, 118,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 SNT turbo ,Annual Electricity Consumption, 98,Maximum flow rate, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Solid ,Annual Electricity Consumption, 111,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Solid T1 ,Annual Electricity Consumption, 105,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Solid V 12 ,Annual Electricity Consumption, 141,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 SOT turbo ,Annual Electricity Consumption, 104,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Style ,Annual Electricity Consumption, 116,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Style T DUO ,Annual Electricity Consumption, 118,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 VKO turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 VKO1  ,Annual Electricity Consumption, 100,Maximum flow rate, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 VKO1 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 137,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Wave V 12 ,Annual Electricity Consumption, 141,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 X1 ,Annual Electricity Consumption, 100,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 X1 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 X1 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 100 Z star T 12 ,Annual Electricity Consumption, 134,Maximum flow rate, 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 120 Simple T Q1 ,Annual Electricity Consumption, 73,Maximum flow rate, 162,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 120 Simple V Q1 ,Annual Electricity Consumption, 77,Maximum flow rate, 162,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 120 Simple VT ,Annual Electricity Consumption, 109,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 120 Simple VT turbo ,Annual Electricity Consumption, 130,Maximum flow rate, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Ace ,Annual Electricity Consumption, 141,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Ace T1 L ,Annual Electricity Consumption, 134,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base Q ,Annual Electricity Consumption, 68,Maximum flow rate, 147,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base Q1 ,Annual Electricity Consumption, 75,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base T ,Annual Electricity Consumption, 106,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base T Q1 ,Annual Electricity Consumption, 71,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base turbo ,Annual Electricity Consumption, 98,Maximum flow rate, 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Base V turbo ,Annual Electricity Consumption, 98,Maximum flow rate, 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 D T turbo ,Annual Electricity Consumption, 126,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 D turbo ,Annual Electricity Consumption, 133,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 D1 V 12 ,Annual Electricity Consumption, 121,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 D3 ,Annual Electricity Consumption, 105,Maximum flow rate, 190,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Domino ,Annual Electricity Consumption, 100,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 F1  ,Annual Electricity Consumption, 100,Maximum flow rate, 190,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 F1 turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Flip ,Annual Electricity Consumption, 145,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Flip T1 ,Annual Electricity Consumption, 138,Maximum flow rate, 155,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 K1  ,Annual Electricity Consumption, 100,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD Auto T 12 ,Annual Electricity Consumption, 99,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD Light T ,Annual Electricity Consumption, 71,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD Light turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD V press ,Annual Electricity Consumption, 177,Maximum flow rate, 170,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD V turbo ,Annual Electricity Consumption, 144,Maximum flow rate, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 LD VT turbo ,Annual Electricity Consumption, 137,Maximum flow rate, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 M ,Annual Electricity Consumption, 108,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 M T ,Annual Electricity Consumption, 103,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 M T turbo ,Annual Electricity Consumption, 113,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 M VT ,Annual Electricity Consumption, 103,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 M1 press ,Annual Electricity Consumption, 100,Maximum flow rate, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MA 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MA press ,Annual Electricity Consumption, 100,Maximum flow rate, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MAT 12 ,Annual Electricity Consumption, 99,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MAT Q ,Annual Electricity Consumption, 112,Maximum flow rate, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MAT turbo ,Annual Electricity Consumption, 93,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MF ,Annual Electricity Consumption, 141,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MF DUO ,Annual Electricity Consumption, 110,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MF L ,Annual Electricity Consumption, 141,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MF T1 ,Annual Electricity Consumption, 134,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 MF VT L ,Annual Electricity Consumption, 134,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Modern Auto press ,Annual Electricity Consumption, 100,Maximum flow rate, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Modern Auto T turbo ,Annual Electricity Consumption, 93,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Modern Auto turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Quietline T ,Annual Electricity Consumption, 77,Maximum flow rate, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Quietline T Duo ,Annual Electricity Consumption, 76,Maximum flow rate, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 S T 12 ,Annual Electricity Consumption, 115,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 S1 T 12 ,Annual Electricity Consumption, 115,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 S1 turbo ,Annual Electricity Consumption, 133,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 S1 VT 12 ,Annual Electricity Consumption, 115,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 SILENTA-MT ,Annual Electricity Consumption, 47,Maximum flow rate, 148,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Simple T ,Annual Electricity Consumption, 106,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Simple turbo ,Annual Electricity Consumption, 133,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Simple V turbo ,Annual Electricity Consumption, 133,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 Simple VT turbo ,Annual Electricity Consumption, 126,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 VITRO 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 VKO turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 243,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 VKO1T 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 VKO1T turbo ,Annual Electricity Consumption, 73,Maximum flow rate, 245,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 206,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X1 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X1T ,Annual Electricity Consumption, 64,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 125 X1T turbo ,Annual Electricity Consumption, 77,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D1 T 12 ,Annual Electricity Consumption, 110,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D1 V turbo ,Annual Electricity Consumption, 110,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D1 VT 12 ,Annual Electricity Consumption, 110,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 D1 VT turbo ,Annual Electricity Consumption, 105,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Domino ,Annual Electricity Consumption, 100,Maximum flow rate, 265,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Domino T 12 ,Annual Electricity Consumption, 76,Maximum flow rate, 236,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 Domino T turbo ,Annual Electricity Consumption, 70,Maximum flow rate, 310,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 LD V press ,Annual Electricity Consumption, 139,Maximum flow rate, 270,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M ,Annual Electricity Consumption, 102,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M T ,Annual Electricity Consumption, 97,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M V press ,Annual Electricity Consumption, 118,Maximum flow rate, 307,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M VT turbo ,Annual Electricity Consumption, 100,Maximum flow rate, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 M3 ,Annual Electricity Consumption, 100,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MA T Q ,Annual Electricity Consumption, 113,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MF T L ,Annual Electricity Consumption, 131,Maximum flow rate, 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 PF1 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 267,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 PF1T  ,Annual Electricity Consumption, 60,Maximum flow rate, 299,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S ,Annual Electricity Consumption, 103,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S T ,Annual Electricity Consumption, 98,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S V turbo ,Annual Electricity Consumption, 110,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 S1 T ,Annual Electricity Consumption, 98,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 VITRO-star  ,Annual Electricity Consumption, 100,Maximum flow rate, 258,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 X star 12 ,Annual Electricity Consumption, 100,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 X1 ,Annual Electricity Consumption, 100,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 XT 12 ,Annual Electricity Consumption, 78,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , CF3 ,Annual Electricity Consumption, 200,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Easy Fan Duo ,Annual Electricity Consumption, 22,Maximum flow rate, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 ,Annual Electricity Consumption, 97,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 DC ,Annual Electricity Consumption, 27,Maximum flow rate, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 Duo T ,Annual Electricity Consumption, 88,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , Quiet 100 T (230V/60Hz) ,Annual Electricity Consumption, 92,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
