Type,Title,eclrow15,Content16,eclrow11,Content12,Image
 ISEA , 200V ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Cointra , 200V ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 80VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 65VEMT/RE ,Annual fuel consumption, -,Annual electricity consumption , 1 446,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 50VG ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 100VG ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 120VG ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 200V ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Otsein , OHTC80H ,Annual fuel consumption, 1,Annual electricity consumption , 1 419,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Otsein , OHTC100H ,Annual fuel consumption, 1,Annual electricity consumption , 1 423,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Hi-term , 50VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Hi-term , 80VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Hi-term , SN30VE1.5 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Hi-term , 50HO ,Annual fuel consumption, -,Annual electricity consumption , 1 430,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ISEA , 80VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ISEA , 120VEMT/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ISEA , 120VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ISEA , 50VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Cointra , 200H ,Annual fuel consumption, -,Annual electricity consumption , 2 804,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 80VEMT/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 80HO ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 50V/ST ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 150HO ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 120HOMT ,Annual fuel consumption, -,Annual electricity consumption , 2 800,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 80HOMT ,Annual fuel consumption, -,Annual electricity consumption , 1 441,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , 150HOMT ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , PRO R 150 VTS EVO EU 3060650 ,Annual fuel consumption, -,Annual electricity consumption , 2 760,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , PRO R 120 VTS EVO EU 3060649 ,Annual fuel consumption, -,Annual electricity consumption , 2 760,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , PRO R 200 VTS EVO EU 3060651 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Innovita , Amalfi 14 RS i HM cod. 30000681 GPL ,Annual fuel consumption, 17,Annual electricity consumption , 20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Innovita , Amalfi 14 RS i HM cod. 30000680 MTN ,Annual fuel consumption, 17,Annual electricity consumption , 20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Innovita , Amalfi 17 RS i HM cod. 30000682 MTN ,Annual fuel consumption, 18,Annual electricity consumption , 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Innovita , Amalfi 17 RS i HM cod. 30000683 GPL ,Annual fuel consumption, 18,Annual electricity consumption , 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Cointra , TERRA 80 V ,Annual fuel consumption, -,Annual electricity consumption , 1 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELDOM , WH08046BRI ,Annual fuel consumption, -,Annual electricity consumption , 1 407,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Bosch , 7736504518 ,Annual fuel consumption, -,Annual electricity consumption , 4 404,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504516 ,Annual fuel consumption, -,Annual electricity consumption , 2 734,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504517 ,Annual fuel consumption, -,Annual electricity consumption , 4 406,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , 841285 ,Annual fuel consumption, -,Annual electricity consumption , 1 389,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Bosch , 7736504523 ,Annual fuel consumption, -,Annual electricity consumption , 2 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504514 ,Annual fuel consumption, -,Annual electricity consumption , 1 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504526 ,Annual fuel consumption, -,Annual electricity consumption , 4 404,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504502 ,Annual fuel consumption, -,Annual electricity consumption , 2 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504522 ,Annual fuel consumption, -,Annual electricity consumption , 1 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504510 ,Annual fuel consumption, -,Annual electricity consumption , 2 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504503 ,Annual fuel consumption, -,Annual electricity consumption , 2 734,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504505 ,Annual fuel consumption, -,Annual electricity consumption , 4 404,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504504 ,Annual fuel consumption, -,Annual electricity consumption , 4 406,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504501 ,Annual fuel consumption, -,Annual electricity consumption , 1 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504519 ,Annual fuel consumption, -,Annual electricity consumption , 571,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504524 ,Annual fuel consumption, -,Annual electricity consumption , 2 734,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504509 ,Annual fuel consumption, -,Annual electricity consumption , 1 418,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504511 ,Annual fuel consumption, -,Annual electricity consumption , 571,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504515 ,Annual fuel consumption, -,Annual electricity consumption , 2 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504525 ,Annual fuel consumption, -,Annual electricity consumption , 4 406,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736504506 ,Annual fuel consumption, -,Annual electricity consumption , 571,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 RADI/PERLA , PERLA 80 H/3 EU2 3201238 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 80 H/2 EU2 3201283 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 RADI/PERLA , PERLA RB FLEX 80 H/5 EU2 3201246 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SITAM , SITAM 80 H/2 EU2 3201250 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 80 H/2 EU2 3201336 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Q-termo , AQUA plus Anticalc 50 ,Annual fuel consumption, -,Annual electricity consumption , 1 401,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SIMAT , SIMAT 50 V 2K EU2 3201346 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 80 V 2K EU2 3201347 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SITAM , SITAM 80 H/5 EU2 3201252 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Concepta , GCV 504416D D04 TS2R (TIN: 303256) ,Annual fuel consumption, -,Annual electricity consumption , 1 392,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , SG30VE1.5 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , FV15062I ,Annual fuel consumption, -,Annual electricity consumption , 2 326,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , ARI 075 HORD 505 THER MO EU 3201408 ,Annual fuel consumption, -,Annual electricity consumption , 1 399,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 FLECK , FLE 075 HORD 505 THER MO EU 3201383 ,Annual fuel consumption, -,Annual electricity consumption , 1 399,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 CLIVET , SWAN-2 190 ,Annual electricity consumption , 890,Water heating energy efficiency, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN-2 300 ,Annual electricity consumption , 1 356,Water heating energy efficiency, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN-A 190 ,Annual electricity consumption , 890,Water heating energy efficiency, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 ARISTON , NUOS EVO A+ 110 WH 3629057 ,Annual electricity consumption , 505,Water heating energy efficiency, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN-2 190S ,Annual electricity consumption , 890,Water heating energy efficiency, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN-2 300S ,Annual electricity consumption , 1 356,Water heating energy efficiency, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN-A 300 ,Annual electricity consumption , 1 356,Water heating energy efficiency, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN 190 ,Annual electricity consumption , 890,Water heating energy efficiency, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 ARISTON , NUOS EVO A+ 80 WH 3629056 ,Annual electricity consumption , 489,Water heating energy efficiency, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIVET , SWAN 300 ,Annual electricity consumption , 1 361,Water heating energy efficiency, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLAGE , 1500-16036 ,Annual fuel consumption, -,Annual electricity consumption , 480,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLAGE , 1500-16033 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 MAXA , CALIDO-D 200 ,Annual electricity consumption , 796,Water heating energy efficiency, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 METRO THERM , 905 119051004 ,Annual fuel consumption, -,Annual electricity consumption , 519,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 METRO THERM , 905 1119051004 ,Annual fuel consumption, -,Annual electricity consumption , 519,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 METRO THERM , 611 1823 1116111004 ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SAUTER , 333003 ,Annual fuel consumption, -,Annual electricity consumption , 1 411,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SAUTER , 343003 ,Annual fuel consumption, -,Annual electricity consumption , 1 423,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 655 116551003 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 907 119071004 ,Annual fuel consumption, -,Annual electricity consumption , 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 910 119101004 ,Annual fuel consumption, -,Annual electricity consumption , 577,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 655 1821 1116551003 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 907 1119071004 ,Annual fuel consumption, -,Annual electricity consumption , 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SAUTER , 353008 ,Annual fuel consumption, -,Annual electricity consumption , 2 713,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 611 116111004 ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 METRO THERM , 910 1821 1119101004 ,Annual fuel consumption, -,Annual electricity consumption , 577,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Bosch , 7736504953 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736504955 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Bosch , 7736504954 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 FLECK , NILO 25 EU2 3201413 ,Annual fuel consumption, -,Annual electricity consumption , 545,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FLECK , BON 25 EU2 3201414 ,Annual fuel consumption, -,Annual electricity consumption , 545,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FLECK , BON 2.0 100 EU2 3201412 ,Annual fuel consumption, -,Annual electricity consumption , 1 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WH12046L ,Annual fuel consumption, -,Annual electricity consumption , 1 361,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV05039C ,Annual fuel consumption, -,Annual electricity consumption , 1 401,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WU08046 ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WU8046 ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH12046R ,Annual fuel consumption, -,Annual electricity consumption , 1 361,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 REGENT , REG 100 V EU2 3201321 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 50 V/5 EU2 3201339 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 80 V/5 EU2 3201340 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 50 V/2 EU2 3201333 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 100 V/2 EU2 3201335 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 80 V EU2 3201320 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 50 V EU2 3201319 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 80 V/2 EU2 3201334 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Q-termo , QSTYLE 100 ANTICALC ,Annual fuel consumption, -,Annual electricity consumption , 1 383,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 JUNIOR , JUNIOR 80 VR ES EU2 3201304 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 80 VR PL EU2 3201325 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Q-termo , QSTYLE 120 ANTICALC ,Annual fuel consumption, -,Annual electricity consumption , 1 352,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 REGENT , REG 100 VR PL EU2 3201326 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 50 VR PL EU2 3201324 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Q-termo , QSTYLE 80 ANTICALC ,Annual fuel consumption, -,Annual electricity consumption , 1 412,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV03039D ,Annual fuel consumption, -,Annual electricity consumption , 548,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SIME , MINI 12 OF ErP ,Annual fuel consumption, 7,Annual electricity consumption , 1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Ariston Thermo Spa , NNA 100 H PL EU2 3201310 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 JUNIOR , JUNIOR 50 V EU2 3201299 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , BLU R EVO 80 H EU 3201199 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CHX 80 H/2 EU2 3201236 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 100 H EU2 3201323 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 JUNIOR , JUNIOR 80 V EU2 3201300 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ACAPULCO , ACA 100 VR ES EU2 3201263 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ACAPULCO , ACA 80 VR ES EU2 3201262 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHX 100 H/5 EU2 3201237 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REG 80 H EU2 3201322 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ACAPULCO , ACA 50 VR ES EU2 3201261 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NNA 80 H PL EU2 3201309 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 50 VR ES EU2 3201288 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 80 VR ES EU2 3201289 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ECOFIX , ECOFIX 80 VR ES EU2 3201278 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ECOFIX , ECOFIX 50 VR ES EU2 3201277 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ECOFIX , ECOFIX 100 VR ES EU2 3201279 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 100 VR ES EU2 3201290 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON ," PRO ECO EVO 80 V SLIM 1,8K PL EU2 3700497 ",Annual fuel consumption, -,Annual electricity consumption , 1 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ARISTON , PRO ECO EVO 150 V 2K CZ EU 3700485 ,Annual fuel consumption, -,Annual electricity consumption , 2 755,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Quooker international B.V. , Quooker COMBI E ,Annual fuel consumption, -,Annual electricity consumption , 511,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Quooker international B.V. , Quooker Combi B ,Annual fuel consumption, -,Annual electricity consumption , 511,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 SIMAT ," SIMAT 80 V 1,5K EU2 3201350 ",Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 JUNIOR ," JUNIOR 80 V 1,5K EU2 3201307 ",Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT ," SIMAT 50 V 1,5K EU2 3201349 ",Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 JUNIOR ," JUNIOR 50 V 1,5K EU2 3201306 ",Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 JUNIOR ," JUNIOR 100 V 1,5K EU2 3201308 ",Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 50 VR PL EU2 3201341 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT ," SIMAT 100 V 1,5K EU2 3201351 ",Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 RADI/PERLA , PERLA 50 VR PL EU2 3201243 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 80 VR PL EU2 3201342 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHX 50 VR PL EU2 3201232 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 RADI/PERLA ," PERLA 100 V 1,5K EU2 3201249 ",Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ECOFIX , ECOFIX 50V PL EU2 3201275 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
