Type,Title,eclrow15,Content16,eclrow11,Content12,Image
 REGENT ," REG 80 V 1,5K EU2 3201328 ",Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHX 50 VR 2K EU2 3201234 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE ONE 80 ,Annual fuel consumption, -,Annual electricity consumption , 1 378,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE ONE 100 ,Annual fuel consumption, -,Annual electricity consumption , 1 405,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE ONE 120 ,Annual fuel consumption, -,Annual electricity consumption , 1 403,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 RADI/PERLA ," PERLA 80 V 1,5K EU2 3201248 ",Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ECOFIX , ECOFIX 50 V EU2 3201272 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 BLUKER , BLUKER 50 V EU2 3201267 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 80 V/5 EU2 3201287 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NNA 50 V EU2 3201317 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHX 80 VR 2K EU2 3201235 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHX 80 VR PL EU2 3201233 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT ," REG 50 V 1,5K EU2 3201327 ",Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT ," REG 100 V 1,5K EU2 3201329 ",Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NNA 80 V EU2 3201318 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 RADI/PERLA ," PERLA 50 V 1,5K EU2 3201247 ",Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 BLUKER , BLUKER 80 V EU2 3201268 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 50 V/5 EU2 3201286 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , 72266WDG ,Annual fuel consumption, -,Annual electricity consumption , 1 352,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Q-termo , ENERGY 300 V0/9 ,Annual fuel consumption, -,Annual electricity consumption , 4 159,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SIMAT , SIMAT 10U/2 EU2 3100765 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 FAIS , FAIS 10U/2 EU2 3100760 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 FAIS , FAIS 10U/5 EU2 3100761 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 SIMAT , SIMAT 10U/5 EU2 3100766 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , WV08046C ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV12046C ,Annual fuel consumption, -,Annual electricity consumption , 1 333,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Itho Daalderop ," 03-00354 W/W Warmtepompmodule 4,5 kW individuele bron + 03-00456 WPV 150 ",Annual electricity consumption , 1 000,Water heating energy efficiency, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 ELDOM , WH08046R ,Annual fuel consumption, -,Annual electricity consumption , 1 415,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH08046L ,Annual fuel consumption, -,Annual electricity consumption , 1 415,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Junkers , 7736504626 ,Annual fuel consumption, -,Annual electricity consumption , 489,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736504071 ,Annual fuel consumption, -,Annual electricity consumption , 479,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736504070 ,Annual fuel consumption, -,Annual electricity consumption , 479,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736504069 ,Annual fuel consumption, -,Annual electricity consumption , 479,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736504068 ,Annual fuel consumption, -,Annual electricity consumption , 479,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 CLIMER , EF04 ,Annual electricity consumption , 1 409,Water heating energy efficiency, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 REGENT , REG 10U EU2 3100763 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 JUNIOR , JUNIOR 10U EU2 3100762 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 SIMAT , SIMAT 80 VR ES EU2 3201344 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 100 VR ES EU2 3201345 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIMAT , SIMAT 50 VR ES EU2 3201343 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV12046D ,Annual fuel consumption, -,Annual electricity consumption , 1 333,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Q-termo , AQUA PLUS Anticalc 120 ,Annual fuel consumption, -,Annual electricity consumption , 1 333,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Q-termo , TREND 80 slim ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08039DA ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH05039R ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH05039L ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 REGENT , REGENT 100 V EU2 3201332 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REGENT 80 V EU2 3201331 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 REGENT , REGENT 50 V EU2 3201330 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 80 V/2 EU2 3201281 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV05039A ,Annual fuel consumption, -,Annual electricity consumption , 1 401,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 FAIS , FAIS 100 V/2 EU2 3201282 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FAIS , FAIS 50 V/2 EU2 3201280 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV05039D ,Annual fuel consumption, -,Annual electricity consumption , 1 401,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ECOFIX , ECOFIX 80 V EU2 3201273 ,Annual fuel consumption, -,Annual electricity consumption , 1 424,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 200 HORD 570 THER MO DIY EU 3010901 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 200 HORD 570 THER MO EU 3010899 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 200 HORD 570 THER MO ESP EU 3010900 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHA 150 HORD 530 THER MO EU 3010888 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 100 HORD 570 THER MO EU 3010892 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NEU 200 HORD 570 THER MO EU 3010902 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 150 HORD 570 THER MO ESP EU 3010896 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 100 HORD 570 THER MO DIY EU 3010893 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV10046D ,Annual fuel consumption, -,Annual electricity consumption , 1 343,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , ARI 150 HORD 570 THER MO DIY EU 3010897 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chaffoteaux , CHA 200 HORD 530 THER MO EU 3010890 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ARISTON , ARI 150 HORD 570 THER MO EU 3010895 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NEU 150 HORD 570 THER MO EU 3010898 ,Annual fuel consumption, -,Annual electricity consumption , 2 767,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , NEU 100 HORD 570 THER MO EU 3010894 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV08046A ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH12046BR ,Annual fuel consumption, -,Annual electricity consumption , 1 348,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV10046C ,Annual fuel consumption, -,Annual electricity consumption , 1 343,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WH08046BR ,Annual fuel consumption, -,Annual electricity consumption , 1 407,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV10046A ,Annual fuel consumption, -,Annual electricity consumption , 1 343,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08046D ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV10046 ,Annual fuel consumption, -,Annual electricity consumption , 1 343,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08039C ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV12046 ,Annual fuel consumption, -,Annual electricity consumption , 1 333,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08039A ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08039I ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , WV08046 ,Annual fuel consumption, -,Annual electricity consumption , 1 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 CLIMER , EH260SB ,Annual electricity consumption , 1 545,Water heating energy efficiency, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ELDOM , WV03039 ,Annual fuel consumption, -,Annual electricity consumption , 548,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 MITSUBISHI HEAVY INDUSTRIES , ESA30E-25 ,Annual electricity consumption , 1 909,Water heating energy efficiency, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 SITAM , SIT 200 VERT 560 THER MO EU 3010904 ,Annual fuel consumption, -,Annual electricity consumption , 2 764,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WV08039D ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 276011 ,Annual electricity consumption , 807,Water heating energy efficiency, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 THERMOR , 266002 ,Annual electricity consumption , 461,Water heating energy efficiency, 111,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 CLIMER , EH115 ,Annual electricity consumption , 522,Water heating energy efficiency, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 OSO HOTWATER AS , C 300 - 3kW/2x400V ,Annual fuel consumption, -,Annual electricity consumption , 4 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 OSO Hotwater AS , C 200 - 3kW/2x400V ,Annual fuel consumption, -,Annual electricity consumption , 4 490,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 CLIMER , EH200H4 ,Annual electricity consumption , 1 536,Water heating energy efficiency, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLIMER , EH200H6PLUSRF ,Annual electricity consumption , 1 490,Water heating energy efficiency, 112,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLIMER , EH160RF ,Annual electricity consumption , 960,Water heating energy efficiency, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLIMER , EH200H6PLUS ,Annual electricity consumption , 1 490,Water heating energy efficiency, 112,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Chaffoteaux , FLUENDO AVENIR OUTDOOR 16 NG EU EVO 3632347 ,Annual fuel consumption, 18,Annual electricity consumption , 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Chaffoteaux , FLUENDO AVENIR OUTDOOR 16 LPG EU EVO 3632348 ,Annual fuel consumption, 18,Annual electricity consumption , 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , NEXT OUTDOOR 11 LPG EU EVO 3632352 ,Annual fuel consumption, 6,Annual electricity consumption , 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , NEXT OUTDOOR 16 NG EU EVO 3632353 ,Annual fuel consumption, 18,Annual electricity consumption , 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
