Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 Edilkamin , Vyda2 H 22 ,Direct heat output," 3,8",Indirect heat output, 19,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Edilkamin , VYDA2 H 18 UP ,Direct heat output," 3,7",Indirect heat output," 15,5",Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Edilkamin , Blade2 12 Up ,Direct heat output," 12,1",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , DIDA2 PLUS ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , DIDA2 ,Direct heat output," 11,4",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A11 C ROUND TOP ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 C ROUND TOP COAX ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 V ROUND ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 C ZENITH PLUS ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 V ROUND TOP ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 V ZENITH ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 V ROUND TOP COAX ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 C ROUND ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 C ZENITH ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A11 V ZENITH PLUS ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A13 V ZENITH ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 C ROUND TOP ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 V ROUND ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 V ROUND TOP COAX ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 V PLUS ZENITH ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 C PLUS ZENITH ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 V ROUND TOP ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 C ROUND ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 C ROUND TOP COAX ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A13 C ZENITH ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Jack Sealey Ltd. , CH4200 ,Direct heat output," 4,2",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Jack Sealey Ltd. , LP170 ,Direct heat output, 50,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 FOCUS , Ergofocus Vitré ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Italiana Camini , TEN2 PLUS ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , TEN2 ,Direct heat output," 11,4",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , NOVA FORNO BORDEAUX ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , NOVA FORNO  BIANCO OPACO ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , CONCITA 2.0 BORDEAUX ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , CONCITA 2.0 BIANCO INFINITY ,Direct heat output," 11,8",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , TURMA H75 ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 FOCUS , Domofocus Vitré ,Direct heat output, 18,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TMC S.R.L. , PG315 15a /2 ,Direct heat output," 11,1",Indirect heat output," 0,1",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TMC S.R.L. , PG315C /2 ,Direct heat output," 11,1",Indirect heat output," 0,1",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , Idropoint2 ,Direct heat output," 3,6",Indirect heat output," 6,5",Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , PIDRA 29 ,Direct heat output," 3,6",Indirect heat output," 25,3",Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 NOBIS , A10 C ROUND TOP COAX ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C QUADRA ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C ROUND TOP ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V PLUS QUADRA ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A9 C ZENITH ,Direct heat output," 8,6",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A9 C CLASSIC ,Direct heat output," 8,6",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V QUADRA ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C QUADRA TOP ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C STYLE ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V ROUND ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V ROUND TOP COAX ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V STYLE ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C LIGHT 2020 ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C PLUS CLASSIC ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C PLUS ZENITH ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C ROUND ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V PLUS CLASSIC ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V PLUS QUADRA TOP ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V PLUS ZENITH ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V ROUND TOP ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V ROUND TOP COAX ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V STYLE ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A9 V ZENITH ,Direct heat output," 8,6",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C STYLE ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C PLUS QUADRA ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C ROUND TOP ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C ROUND ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 C ROUND TOP COAX ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V QUADRA TOP ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A8 V ROUND TOP ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C LIGHT ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 C PLUS QUADRA TOP ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A10 V ROUND ,Direct heat output," 10,4",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 NOBIS , A9 V CLASSIC ,Direct heat output," 8,6",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Extraflame , EVELYNE IDRO 2.0 BORDEAUX ,Direct heat output," 3,3",Indirect heat output," 14,8",Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , EVELYNE IDRO 2.0 GRIGIO ,Direct heat output," 3,3",Indirect heat output," 14,8",Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , EVELYNE IDRO 2.0 TORTORA ,Direct heat output," 3,3",Indirect heat output," 14,8",Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , EVELYNE IDRO 2.0 BIANCO ,Direct heat output," 3,3",Indirect heat output," 14,8",Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame ,  GIUSY PLUS EVO 2.0 BORDEAUX ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA VFS NERO ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA PLUS VFS AVORIO ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA PLUS VFS BRONZO ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA PLUS VFS BORDEAUX ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY PLUS EVO 2.0 BIANCO ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY EVO 2.0 NERO ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY EVO 2.0 BORDEAUX ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA VFS AVORIO ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DAHIANA PLUS VFS NERO ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY PLUS EVO 2.0 NERO ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY EVO 2.0 PERGAMENA ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , GIUSY EVO 2.0 BIANCO ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SUPERIOR , MELANY ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SUPERIOR , CAROL ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SUPERIOR , CAMILLA ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Unical , 00271955 ,Direct heat output," 14,6",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SUPERIOR , MARYON ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SUPERIOR , VIOLA (TYP10188) ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , KLARETTA EVO ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , VIOLETTA EVO ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , PIDRA 21 ,Direct heat output," 21,2",Indirect heat output," 17,9",Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
