Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 La Nordica , ISOTTA FORNO EVO ,Direct heat output," 9,7",Indirect heat output, -,Energy Efficiency Index, 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MONELLA 940/SA ,Direct heat output," 4,2",Indirect heat output," 14,4",Energy Efficiency Index, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , Brescia Pellet 24 ,Direct heat output," 2,9",Indirect heat output," 23,7",Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 LINCAR , MORGANA 740N/SA ,Direct heat output," 4,2",Indirect heat output," 14,4",Energy Efficiency Index, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 LINCAR , ALICYA 531N ,Direct heat output," 9,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , ARIEL 730N ,Direct heat output," 9,6",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 702A-GL BEA ,Direct heat output," 7,4",Indirect heat output, -,Energy Efficiency Index, 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MALIKA 540N VT ,Direct heat output," 3,5",Indirect heat output," 9,4",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 FLAMBIENTE , LAURUS Glas ,Direct heat output," 5,5",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 HAAS+SOHN OFENTECHNIK GmbH , HSP 6 Pelletto IV Grande ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , PERLA 514 SC ,Direct heat output," 5,7",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , FLAT CANALIZZATA ,Direct heat output," 9,8",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , OLGA 501 L ,Direct heat output," 9,8",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , FLAT VENTILATA ,Direct heat output," 9,8",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MONELLA 175N ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MYA 505 ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , OLGA 502 L ,Direct heat output," 9,8",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , LUNA 515N  ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MILLY 515 SC ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , ALICYA 531N TURBO ,Direct heat output," 9,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MONELLA 930 ,Direct heat output," 9,6",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , ANNARITA 698TP-SAC ,Direct heat output," 2,5",Indirect heat output," 24,2",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 490AZ ALICE ,Direct heat output," 6,1",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , STELLA 740/SAC ,Direct heat output," 1,5",Indirect heat output, 17,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Hase , Sendai 135-155 ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 111,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , GINGER 514N ,Direct heat output," 5,7",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , LOLA 540 VT ,Direct heat output," 3,5",Indirect heat output," 9,4",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , ANNARITA 698TP-SAVT ,Direct heat output," 3,6",Indirect heat output," 22,4",Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , BIRIKKINA 156P PLUS ,Direct heat output," 6,6",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MONELLINA 176PL PLUS ,Direct heat output," 6,6",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 135 GN ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 702A-G BEA ,Direct heat output," 7,4",Indirect heat output, -,Energy Efficiency Index, 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , FLAVIA ,Direct heat output," 5,6",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , ANNARITA 698TPVT ,Direct heat output," 3,6",Indirect heat output," 22,4",Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MALIKA 540N ,Direct heat output," 3,5",Indirect heat output," 9,4",Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 135 GN V SOLE ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Hase , Sendai 135/155 ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , 703T-IL ILARIA ,Direct heat output," 7,6",Indirect heat output," 12,1",Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , ASPECT 7 ,Direct heat output," 4,9",Indirect heat output," 4,9",Energy Efficiency Index, 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 703T-I ILARIA ,Direct heat output," 7,6",Indirect heat output, 12,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , ASPECT 9 ,Direct heat output, 8,Indirect heat output, 8,Energy Efficiency Index, 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 145 GN ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 96,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , MONELLA 174N ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 145 GN V SOLE ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 96,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 480LZ ALICE ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 95,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HAAS+SOHN OFENTECHNIK GmbH , Dachstein ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 470 GIOIA ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 94,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 490LZ ALICE ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 480AZ ALICE ,Direct heat output," 7,5",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 SCAN , Scan 68-15 LB ,Direct heat output," 5,5",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 138 GAIA V ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 176N MONELLINA ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LINCAR , 696T ANNALAURA ,Direct heat output, 5,Indirect heat output," 16,1",Energy Efficiency Index, 93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Bellfires , Smart Bell 80-60 MagniFire ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Barbas Bellfires BV , Smart Bell 80-60 MagniFire ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 LINCAR , 170NV ,Direct heat output," 5,5",Indirect heat output, -,Energy Efficiency Index, 77,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png
 JOLLY MEC ," Aerjolly EVO 7,5 kW ",Direct heat output," 7,6",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JUSTUS GmbH , RUSTICO-90 2.0 Festbrennstoffherd ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 96,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 JOLLY MEC , Odette 10 kW UP ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Edilkamin , Evia ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Odette 8 kW UP ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Odette 8 kW UP/C ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Olsberg GmbH - Königshütte , Draco M ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dal Zotto , EDY EVO NERO ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dal Zotto , EDY EVO AVORIO ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Morsø Jernstøberi A/S , Morsø 8710 ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Cristel UP ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , MARIANNE 9 ,Direct heat output," 9,1",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tyrola , TRT100 ,Direct heat output," 7,9",Indirect heat output," 4,4",Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tyrola , TRT90 ,Direct heat output," 7,9",Indirect heat output," 4,4",Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 ROYAL , ROSITA ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , ORNELLA ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Oranier Heiztechnik GmbH , Rota Tre 2.0 ,Direct heat output," 5,5",Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , ECOFIRE DA INSERIMENTO A70 9 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , ECOFIRE DA INSERIMENTO AC70 9 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Cristel UP/C ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , I-Dea2 Frontale UP ,Direct heat output," 9,3",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , FOCOLARE 70 PIANO EVO CRYSTAL ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Botero2 10 kW UP/C ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
﻿ KOBOK spol.s.r.o. , CHOPOK 2R90 55 ,Direct heat output, 8,Indirect heat output," 0,1",Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 KOBOK spol.s.r.o. , CHOPOK 2R90 73 ,Direct heat output," 10,5",Indirect heat output," 0,1",Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 KOBOK spol.s.r.o. , CHOPOK 2R90 67 ,Direct heat output, 10,Indirect heat output," 0,1",Energy Efficiency Index, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 KOBOK spol.s.r.o. , CHOPOK 2R90 90 ,Direct heat output, 12,Indirect heat output," 0,1",Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 KOBOK spol.s.r.o. , CHOPOK 2R90 60 ,Direct heat output, 9,Indirect heat output," 0,1",Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 KOBOK spol.s.r.o. , CHOPOK 2R90 78  ,Direct heat output, 11,Indirect heat output," 0,1",Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Extraflame , KETTY EVO NERO ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Botero2 8 kW UP/C ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dal Zotto , SILLA BIANCO ,Direct heat output," 6,6",Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , KETTY EVO BORDEAUX ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , KETTY EVO PERGAMENA ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Botero2 8 kW UP ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , KETTY EVO BIANCO ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Himalaia 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Kili 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 ROYAL , NANCY ,Direct heat output," 7,9",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Solzaima , Pine collection 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Aspen collection 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Leaf Collection 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , MONELLINA 176AN PLUS ,Direct heat output," 5,6",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Olive concept 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Bellfires , Smart Bell 45-60 MagniFire ,Direct heat output," 4,4",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , ASPECT 4 DOUBLE SINGLE ,Direct heat output," 4,9",Indirect heat output, -,Energy Efficiency Index, 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Barbas Bellfires BV , Smart Bell 45-60 MagniFire ,Direct heat output," 4,4",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Oranier Heiztechnik GmbH , Arko Speckstein ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Bellfires , BOX Gas 55 MagniFire ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Bellfires , BOX Gas 65 MagniFire ,Direct heat output," 5,3",Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Barbas Bellfires BV , Box Gas 55 MagniFire ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Barbas Bellfires BV , Box Gas 65 MagniFire ,Direct heat output," 5,3",Indirect heat output, -,Energy Efficiency Index, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Austroflamm GmbH , KE 120x45 S ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , SOLUM ,Direct heat output," 9,2",Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , CUBE ,Direct heat output," 10,7",Indirect heat output, -,Energy Efficiency Index, 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , ECOMONOBLOCCO 78 O2RING ,Direct heat output," 20,2",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , ORBIS ,Direct heat output," 9,2",Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , IGNIS ,Direct heat output," 9,2",Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , DEFRO HOME PRIMA SM ,Direct heat output," 10,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , PALOMA ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , ECOFIRE IDRO MIRELLA 13 ,Direct heat output," 2,5",Indirect heat output, 11,Energy Efficiency Index, 133,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Eva Calòr ," Futura 19,5 ",Direct heat output, 18,Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Eva Calòr , Futura 15 ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 95B WOOD ,Direct heat output," 12,9",Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HORUS , BOX ,Direct heat output," 8,3",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Classic 11 N ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Vela 11 C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Classic 11 V ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 C G ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 C S ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 N C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 N S ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 V C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 V G ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Vela 11 V ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , Botero2 10 kW UP ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Classic 11 C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Futura 11 N ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Infinity Plus 11 C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Infinity Plus 11 N ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Futura 11 C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 C C ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 V S ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
