Type,Title,eclrow,Content,eclrow2,eclrow3,eclrow5,eclrow6,eclrow7,eclrow8,eclrow9,eclrow10,Image
 CIAM Spa , CBBNVF2P6H7TI ,Annual energy consumption, 2 460, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 211,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P7H7TI ,Annual energy consumption, 2 593, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 248,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P7H7TI ,Annual energy consumption, 3 226, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 372,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P7H7TI ,Annual energy consumption, 3 226, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 372,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF1P7H7TI ,Annual energy consumption, 1 887, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 126,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SGBNVF1P6H7TI ,Annual energy consumption, 1 480, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 80,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF3P6H7TI ,Annual energy consumption, 2 792, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 239,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P6H8TI ,Annual energy consumption, 2 598, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 249,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P6H8TI ,Annual energy consumption, 3 241, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 374,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P5H8TI ,Annual energy consumption, 1 584, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 70,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P7H8TI ,Annual energy consumption, 3 411, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 440,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P6H6TI ,Annual energy consumption, 1 531, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 66,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P5H6TI ,Annual energy consumption, 2 097, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 132,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P7H6TI ,Annual energy consumption, 2 439, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 199,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P7H6TI ,Annual energy consumption, 3 052, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 299,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF1P7H6TI ,Annual energy consumption, 1 597, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 101,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF3P7H6TI ,Annual energy consumption, 2 960, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 302,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P5H5TI ,Annual energy consumption, 1 811, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 104,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P6H5TI ,Annual energy consumption, 1 583, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 52,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P6H5TI ,Annual energy consumption, 1 583, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 52,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P6H5TI ,Annual energy consumption, 1 888, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 133,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P7H5TI ,Annual energy consumption, 1 992, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 156,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SGBNVF3P6H5TI ,Annual energy consumption, 2 347, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 150,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF1P6H5TI ,Annual energy consumption, 1 436, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 50,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF1P7H5TI ,Annual energy consumption, 1 666, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 78,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRBAR14TACRPE ,Annual energy consumption, 5 325, kWh/annum ,Volume (Chilled), 909, Liters ,Volume (Frozen), 909,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P6H7TI ,Annual energy consumption, 3 070, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 316,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P6H7TI ,Annual energy consumption, 3 070, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 316,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P5H7TI ,Annual energy consumption, 1 476, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 59,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
﻿ CIAM Spa , CBBNVF2P5H7TI ,Annual energy consumption, 2 248, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 165,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P5H7TI ,Annual energy consumption, 2 837, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 247,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P5H7TI ,Annual energy consumption, 2 837, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 247,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF3P7H7TI ,Annual energy consumption, 3 384, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 376,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P5H8TI ,Annual energy consumption, 1 584, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 70,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P5H8TI ,Annual energy consumption, 3 023, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 292,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF4P7H8TI ,Annual energy consumption, 4 301, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 587,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P6H6TI ,Annual energy consumption, 1 531, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 66,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P7H6TI ,Annual energy consumption, 1 635, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 81,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SGBNVF3P6H6TI ,Annual energy consumption, 3 307, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 196,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF1P6H6TI ,Annual energy consumption, 1 433, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 66,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P6H5TI ,Annual energy consumption, 2 540, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 199,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P5H5TI ,Annual energy consumption, 2 447, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 155,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SGBNVF1P6H5TI ,Annual energy consumption, 1 436, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 50,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF2P7H5TI ,Annual energy consumption, 1 976, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 155,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRBAR14TCPKPB ,Annual energy consumption, 1 387, kWh/annum ,Volume (Chilled), 909, Liters ,Volume (Frozen), 909,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRBAR07TACRPE ,Annual energy consumption, 839, kWh/annum ,Volume (Chilled), 413, Liters ,Volume (Frozen), 413,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P5H7TI ,Annual energy consumption, 1 476, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 59,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P5H7TI ,Annual energy consumption, 2 248, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 165,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P7H7TI ,Annual energy consumption, 1 734, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 101,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF3P7H7TI ,Annual energy consumption, 3 384, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 376,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF1P7H7TI ,Annual energy consumption, 1 887, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 126,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF2P7H7TI ,Annual energy consumption, 2 750, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 251,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P6H8TI ,Annual energy consumption, 1 739, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 97,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF3P5H8TI ,Annual energy consumption, 3 023, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 292,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P7H8TI ,Annual energy consumption, 1 842, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 120,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P7H8TI ,Annual energy consumption, 2 735, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 294,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF4P7H8TI ,Annual energy consumption, 4 301, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 587,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P7H8TI ,Annual energy consumption, 2 735, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 294,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P6H6TI ,Annual energy consumption, 2 329, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 169,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF2P6H6TI ,Annual energy consumption, 2 329, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 169,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P5H6TI ,Annual energy consumption, 1 376, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 48,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P5H6TI ,Annual energy consumption, 1 376, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 48,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRAAR14TCPKPA ,Annual energy consumption, 1 077, kWh/annum ,Volume (Chilled), 909, Liters ,Volume (Frozen), 909,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SGBNVF1P6H6TI ,Annual energy consumption, 1 433, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 66,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF2P7H6TI ,Annual energy consumption, 2 422, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 202,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P6H5TI ,Annual energy consumption, 2 540, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 199,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P5H5TI ,Annual energy consumption, 1 507, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 37,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P5H5TI ,Annual energy consumption, 2 447, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 155,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF2P6H5TI ,Annual energy consumption, 1 888, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 133,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P7H5TI ,Annual energy consumption, 1 681, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 64,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF3P6H5TI ,Annual energy consumption, 2 347, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 150,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRBTF02MIDGN ,Annual energy consumption, 1 182, kWh/annum ,Volume (Chilled), 206, Liters ,Volume (Frozen), 206,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRBTF03MIDGN ,Annual energy consumption, 1 478, kWh/annum ,Volume (Chilled), 310, Liters ,Volume (Frozen), 310,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P7H7TI ,Annual energy consumption, 1 734, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 101,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF2P7H7TI ,Annual energy consumption, 2 750, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 251,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P6H8TI ,Annual energy consumption, 1 739, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 97,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P6H8TI ,Annual energy consumption, 3 241, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 374,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF1P7H6TI ,Annual energy consumption, 1 635, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 81,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P7H6TI ,Annual energy consumption, 3 052, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 299,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 TECNODOM SPA , TRAAR07TGPPKPA ,Annual energy consumption, 2 562, kWh/annum ,Volume (Chilled), 474, Liters ,Volume (Frozen), 474,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF3P6H6TI ,Annual energy consumption, 3 307, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 196,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CGBNVF2P6H6TI ,Annual energy consumption, 2 081, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 131,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF3P7H6TI ,Annual energy consumption, 2 960, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 302,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CBBNVF1P5H5TI ,Annual energy consumption, 1 507, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 37,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SBBNVF3P7H5TI ,Annual energy consumption, 2 755, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 234,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , CPBNVF1P7H5TI ,Annual energy consumption, 1 666, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 78,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 CIAM Spa , SPBNVF2P7H5TI ,Annual energy consumption, 1 976, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 155,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 EQUIPOSUR , USS 1200 DSCL ,Annual energy consumption, 3 146, kWh/annum ,Volume (Chilled), 967, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , SBBNVF4P6H8TI ,Annual energy consumption, 4 118, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 498,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , SGBNVF4P6H6TI ,Annual energy consumption, 3 307, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 262,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , CGBNVF4P6H6TI ,Annual energy consumption, 3 307, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 262,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , SPBNVF4P7H6TI ,Annual energy consumption, 3 757, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 403,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , SBBNVF4P5H5TI ,Annual energy consumption, 2 979, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 207,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 CIAM Spa , SBBNVF4P6H5TI ,Annual energy consumption, 3 173, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 265,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
