Type,Title,eclrow,Content,eclrow2,eclrow3,eclrow5,eclrow6,eclrow7,eclrow8,eclrow9,eclrow10,Image
 R.E.M.A , 10103202-F-N-0 ,Annual energy consumption, 822, kWh/annum ,Volume (Chilled), 340, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 coldline , A140/2N ,Annual energy consumption, 644, kWh/annum ,Volume (Chilled), 900, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10102402-K-N-B2CR ,Annual energy consumption, 909, kWh/annum ,Volume (Chilled), 210, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11213003-0-M-0 ,Annual energy consumption, 2 544, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 435,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10104303-0-N-0 ,Annual energy consumption, 1 577, kWh/annum ,Volume (Chilled), 400, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10100102-0-N-X ,Annual energy consumption, 1 394, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10209001-0-M-MW ,Annual energy consumption, 978, kWh/annum ,Volume (Chilled), 260, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-Red.png
 R.E.M.A , 11102003-0-W-M ,Annual energy consumption, 882, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 11102004-0-W-M ,Annual energy consumption, 882, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 GGG , HR500 S/SN ,Annual energy consumption, 562, kWh/annum ,Volume (Chilled), 416, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11112302-A-N-0 ,Annual energy consumption, 2 097, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 270,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 11112901-K-N-0 ,Annual energy consumption, 3 540, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 270,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-Red.png
 R.E.M.A , 10102003-K-N-0 ,Annual energy consumption, 882, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10102002-K-N-0 ,Annual energy consumption, 909, kWh/annum ,Volume (Chilled), 283, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10106205-A-N-0 ,Annual energy consumption, 1 077, kWh/annum ,Volume (Chilled), 500, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10121003-0-N-E2 ,Annual energy consumption, 1 296, kWh/annum ,Volume (Chilled), 220, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 Gram , Eco Plus K 140 G ,Annual energy consumption, 569, kWh/annum ,Volume (Chilled), 1 050, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 R.E.M.A , 10103201-A-N-0 ,Annual energy consumption, 635, kWh/annum ,Volume (Chilled), 250, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10103202-A-N-0 ,Annual energy consumption, 822, kWh/annum ,Volume (Chilled), 340, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10102004-0-HN-A2C1T ,Annual energy consumption, 1 259, kWh/annum ,Volume (Chilled), 390, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11201901-A-M-M ,Annual energy consumption, 686, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 GGG , VIP-4C8A.01 ,Annual energy consumption, 1 142, kWh/annum ,Volume (Chilled), 211, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10102902-K-N-EQ ,Annual energy consumption, 829, kWh/annum ,Volume (Chilled), 210, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10102902-E-N-EQ ,Annual energy consumption, 829, kWh/annum ,Volume (Chilled), 210, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10102904-0-KN-0 ,Annual energy consumption, 1 303, kWh/annum ,Volume (Chilled), 450, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11202901-A-M-M ,Annual energy consumption, 2 694, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 475,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10102301-0-N-0 ,Annual energy consumption, 635, kWh/annum ,Volume (Chilled), 180, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Williams Refrigeration , HO2SS U12 HC R2 ,Annual energy consumption, 563, kWh/annum ,Volume (Chilled), 167, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 GGG , BK-29 ,Annual energy consumption, 875, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 GGG , 60-4C6.01 ,Annual energy consumption, 1 405, kWh/annum ,Volume (Chilled), 201, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 coldline , A70/1N ,Annual energy consumption, 327, kWh/annum ,Volume (Chilled), 450, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 R.E.M.A , 10102001-E-KN-A ,Annual energy consumption, 770, kWh/annum ,Volume (Chilled), 160, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 STALGAST , 840810V02 ,Annual energy consumption, 790, kWh/annum ,Volume (Chilled), 619, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 STALGAST , 840811V02 ,Annual energy consumption, 3 150, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 619,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 STUDIO 54 SRL , 66521120 DAI MT 460 H660 1280x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 453, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66511130 DAI MT 460 H660 1740x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 526, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66511140 DAI MT 460 H660 2200x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 664, kWh/annum ,Volume (Chilled), 352, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66527120 DAI SM 460 H660 1160x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 453, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66501140 DAI MT 460 H660 2200x700 T TN SP60 PL 230-50 R290  ,Annual energy consumption, 664, kWh/annum ,Volume (Chilled), 352, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66501110 DAI MT 460 H660 940x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 416, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66517120 DAI SM 460 H660 1160x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 431, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66501130 DAI MT 460 H660 1740x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 526, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66507140 DAI SM 460 H660 2080x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 664, kWh/annum ,Volume (Chilled), 352, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66521110 DAI MT 460 H660 940x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 438, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66507130 DAI SM 460 H660 1620x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 526, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66521130 DAI MT 460 H660 1740x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 555, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66517110 DAI SM 460 H660 820x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 416, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66527110 DAI SM 460 H660 820x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 438, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66511120 DAI MT 460 H660 1280x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 431, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66507120 DAI SM 460 H660 1160x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 431, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66501120 DAI MT 460 H660 1280x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 431, kWh/annum ,Volume (Chilled), 176, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66511110 DAI MT 460 H660 940x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 416, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66507110 DAI SM 460 H660 820x700 T TN SP60 PL 230-50 R290 ,Annual energy consumption, 416, kWh/annum ,Volume (Chilled), 88, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66517130 DAI SM 460 H660 1620x700 T TN SP60 PA 230-50 R290 ,Annual energy consumption, 526, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 STUDIO 54 SRL , 66527130 DAI SM 460 H660 1620x700 T TN SP60 NP 230-50 R290 ,Annual energy consumption, 555, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 GGG , VIP-4C2A.01 ,Annual energy consumption, 1 077, kWh/annum ,Volume (Chilled), 344, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Williams Refrigeration , HO4SS 3111U HC R2 ,Annual energy consumption, 1 233, kWh/annum ,Volume (Chilled), 345, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11127001-AK-DN-0 ,Annual energy consumption, 2 243, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 84,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 R.E.M.A , 10102002-MP-DN-K ,Annual energy consumption, 909, kWh/annum ,Volume (Chilled), 283, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 11123001-0-B-0 ,Annual energy consumption, 1 117, kWh/annum ,Volume (Chilled), 90, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10109052-0-B-E ,Annual energy consumption, 2 081, kWh/annum ,Volume (Chilled), 165, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-Red.png
 R.E.M.A , 10101001-0-KN-Q ,Annual energy consumption, 686, kWh/annum ,Volume (Chilled), 200, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10102003-E-N-KQ ,Annual energy consumption, 882, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10101003-0-N-Q ,Annual energy consumption, 1 285, kWh/annum ,Volume (Chilled), 400, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10104001-0-N-X ,Annual energy consumption, 1 157, kWh/annum ,Volume (Chilled), 230, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10104004-0-N-X ,Annual energy consumption, 1 997, kWh/annum ,Volume (Chilled), 600, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10102303-PS-N-0 ,Annual energy consumption, 882, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10101001-PS-KN-Q ,Annual energy consumption, 686, kWh/annum ,Volume (Chilled), 200, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 R.E.M.A , 10100001-E-N-D ,Annual energy consumption, 1 132, kWh/annum ,Volume (Chilled), 220, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10113001-A-N-C ,Annual energy consumption, 785, kWh/annum ,Volume (Chilled), 100, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10102003-S-KN-A ,Annual energy consumption, 1 128, kWh/annum ,Volume (Chilled), 340, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10100001-PS-N-D ,Annual energy consumption, 1 132, kWh/annum ,Volume (Chilled), 220, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10100002-KMP-N-F ,Annual energy consumption, 1 394, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10100003-KPS-KN-H ,Annual energy consumption, 1 646, kWh/annum ,Volume (Chilled), 400, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 Amitek , AK3104-11TN ,Annual energy consumption, 1 162, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10104004-0-N-R ,Annual energy consumption, 1 997, kWh/annum ,Volume (Chilled), 600, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10210201-0-M-0 ,Annual energy consumption, 2 437, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 260,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-Red.png
 R.E.M.A , 10102003-A-KN-B ,Annual energy consumption, 1 121, kWh/annum ,Volume (Chilled), 325, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 coldline , A60/1BE ,Annual energy consumption, 1 444, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 367,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 coldline , A60/1B ,Annual energy consumption, 1 444, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 367,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Amitek , AK4104-12TN ,Annual energy consumption, 1 741, kWh/annum ,Volume (Chilled), 415, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 Williams Refrigeration , LG2TSS HC R2 ,Annual energy consumption, 3 873, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 1 021,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10102403-K-N-R ,Annual energy consumption, 1 139, kWh/annum ,Volume (Chilled), 360, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 R.E.M.A , 10103204-AI-N-0 ,Annual energy consumption, 1 653, kWh/annum ,Volume (Chilled), 625, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Williams Refrigeration , LG2TSA HC R2 ,Annual energy consumption, 3 873, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 1 021,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 R.E.M.A , 10117002-EQ-N-T ,Annual energy consumption, 3 070, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 210,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-Red.png
 Electrolux , RUCR16X1LG6 9VTX727798 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Zanussi Professional , ZRUCR16X16 9VTX110568 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Zanussi Professional , ZUCR16X1LG6 9VTX110578 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16G1V6 9VTX727789 ,Annual energy consumption, 542, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16R6GK 9VTX727799 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Alpeninox , AUCR16W1 9VTX729458 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Alpeninox , AUCR16X1LG6 9VTX729466 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16X16 9VTX727788 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Alpeninox , AUCR16G1V 9VTX729457 ,Annual energy consumption, 542, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16W1V6 9VTX727791 ,Annual energy consumption, 542, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Alpeninox , AUCR16X1G6 9VTX729462 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16X1G6 9VTX727794 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , RUCR16L6GK 9VTX727800 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Zanussi Professional , ZUCR16G1V 9VTX110569 ,Annual energy consumption, 542, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 3 (25ºC - 60%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Zanussi Professional , ZUCR16W1 9VTX110570 ,Annual energy consumption, 506, kWh/annum ,Volume (Chilled), 87, Liters ,Volume (Frozen), 1,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
