Type,Title,eclrow,eclrow1,eclrow2,Content,eclrow4,Image,eclrow5,eclrow7,eclrow8
 Rossato Group - Rossato , ALTAIR HR 220 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 460, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 169, m3/h 
 Östberg , HERU 95 T EC-y1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 249, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 350, m3/h 
 Nilan A/S , Comfort 250 Top ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 208, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 250, m3/h 
 Nilan A/S , Comfort 350 Top ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 372, m3/h 
 EMMETI , ONE-16 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 1, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Östberg , HERU 50 LP EC-y1 AR ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 198, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 172, m3/h 
 Östberg , HERU 90 LP EC-y1 ARC ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 233, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 353, m3/h 
 Östberg , HERU 90 LP EC-y1 ALC ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 233, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 353, m3/h 
 Östberg , HERU 50 LP EC-y1 AL ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 198, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 172, m3/h 
 Östberg , HERU®70 K EC -y ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 280, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 322, m3/h 
 Heliosventilatoren Gmbh + Co KG , KWL 250 W ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 2,8", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 252, m3/h 
 Heliosventilatoren GmbH + Co KG , KWL 250 W ET ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 2,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 252, m3/h 
 EMMETI , ONE-41 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 0,7", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 60, m3/h 
 EMMETI , ONE-16-S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 1, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 EMMETI , ONE-41-S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 0,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 60, m3/h 
 Komfovent , DOMEKT-R-700-H-L1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 758, m3/h 
 Komfovent , DOMEKT-R-700-H-R1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 758, m3/h 
 Komfovent , DOMEKT-R-700-H-L1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 732, m3/h 
 Komfovent , DOMEKT-R-700-H-L1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 746, m3/h 
 Komfovent , DOMEKT-R-700-H-L1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 774, m3/h 
 Komfovent , DOMEKT-R-700-H-R1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 774, m3/h 
 Komfovent , DOMEKT-R-700-H-R1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 732, m3/h 
 Komfovent , DOMEKT-R-700-H-R1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 746, m3/h 
 Komfovent , DOMEKT-R-300-F-L1-M5/M5-C8-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 153,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 303, m3/h 
 Komfovent , DOMEKT-R-300-F-L1-M5/M5-C8-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 148,2", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 310, m3/h 
 Komfovent , DOMEKT-R-300-F-L1-F7/M5-C8-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 169,4", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 275, m3/h 
 Komfovent , DOMEKT-R-300-F-L1-F7/M5-C8-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 158,8", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 283, m3/h 
 Blauberg , VENTO Expert DUO A30-1 S10 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 108, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 30, m3/h 
 Alnor , HRU-SlimAIR-250-H ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 327, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 250, m3/h 
 Mitsubishi Electric , VL-500CZPVU-L-ERT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 2, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 580, m3/h 
 Mitsubishi Electric , VL-500CZPVU-R-ERT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 2, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 580, m3/h 
 AirSmart , Ictus 250 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 110, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 250, m3/h 
 AirSmart , Ictus 350 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 110, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 350, m3/h 
 Systemair , SAVE VTR 300/B L 488827 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 301, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 Systemair , SAVE VTR 300/B R 488826 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 301, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 Systemair ,  SAVE VTR 300/B R MO 488828 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 301, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 J.Pichler Gesellschaft.m.b.H. , LG100_Einraum ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 2,8", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 60, m3/h 
 J.Pichler Gesellschaft.m.b.H. , LG100_Decke ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 2,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 80, m3/h 
 J.Pichler Gesellschaft.m.b.H. , LG100_Mehrraum ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 3, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 80, m3/h 
 AirSmart , Ictus 450 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 164, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 450, m3/h 
 Systemair , SAVE VSR 300 488802 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 303, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 Systemair , SAVE VTR 300/B L MO 488829 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 301, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 Systemair , SAVE VSR 300 MO 488802 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 303, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 367, m3/h 
 Komfovent , DOMEKT-R-600-H-L1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 666, m3/h 
 Komfovent , DOMEKT-R-600-H-L1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 684, m3/h 
 Komfovent , DOMEKT-R-600-H-L1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 137,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 656, m3/h 
 Komfovent , DOMEKT-R-600-H-R1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 666, m3/h 
 Komfovent , DOMEKT-R-600-H-R1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 137,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 656, m3/h 
 Komfovent , DOMEKT-R-600-H-L1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 673, m3/h 
 Komfovent , DOMEKT-R-600-H-R1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 684, m3/h 
 Komfovent , DOMEKT-R-600-H-R1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 673, m3/h 
 Systemair , SAVE VSR 500 MO 488805 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 315, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 641, m3/h 
 Systemair , SAVE VSR 500 488804 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 315, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 641, m3/h 
 Systemair , SAVE VTR 700 L 488835 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 216, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 954, m3/h 
 Systemair , SAVE VTR 700 R 488834 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 216, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 954, m3/h 
 Systemair , SAVE VTR 100/B 488809 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 417, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 156, m3/h 
 Systemair ,  SAVE VTR 500 L MO 488833 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 331, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 571, m3/h 
 Systemair ,  SAVE VTR 700 L MO 488837 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 216, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 954, m3/h 
 Systemair , SAVE VTR 500 R MO 488832  ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 331, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 571, m3/h 
 Systemair , SAVE VTR 500 R 488830 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 331, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 571, m3/h 
 Systemair , SAVE VTR 500 L 488831 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 331, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 571, m3/h 
 Systemair ,  SAVE VTR 700 R MO 488836 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 216, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 954, m3/h 
 ClimTec , ClimTec RD-125 STANDART ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 20, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 60, m3/h 
 Komfovent , DOMEKT-CF-200-F-L1-F7/M5-C8-X ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 156,1", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 181, m3/h 
 Komfovent , DOMEKT-CF-200-F-L1-M5/M5-C8-X ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 156,1", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 185, m3/h 
 Komfovent , DOMEKT-R-400-F-L1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 436, m3/h 
 Komfovent , DOMEKT-R-400-F-R1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,2", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 440, m3/h 
 Komfovent , DOMEKT-R-400-F-R1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 454, m3/h 
 Komfovent , DOMEKT-R-400-F-L1-M5/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 440, m3/h 
 Komfovent , DOMEKT-R-400-F-R1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 137,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 425, m3/h 
 Komfovent , DOMEKT-R-400-F-L1-M5/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 454, m3/h 
 Komfovent , DOMEKT-R-400-F-R1-F7/M5-C6M-L/A ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 132,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 436, m3/h 
 Komfovent , DOMEKT-R-400-F-L1-F7/M5-C6M-L/AZ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 137,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 425, m3/h 
 Systemair , SAVE VTR 250/B L 1000W 488823 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 332, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 307, m3/h 
 Systemair , SAVE VTR 250/B L 500W 488825 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 332, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 307, m3/h 
 Systemair , SAVE VTR 250/B R 1000W 488822 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 332, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 307, m3/h 
 Systemair , SAVE VTR 250/B R 500W 488824 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 332, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 307, m3/h 
