Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 BERTAZZONI , AH0QJKRANE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AXH0JENAX4D00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJENAXE.00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJEMANE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJKRAWE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJKRARE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 LAGERMANIA 1882 , MG106TA6X7DNK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83"," 0,9", -, -
 BERTAZZONI , AAP0JXUAR4D00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AAP0JGYAD0DIZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AA0YJGMANE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AA0YJXRATE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , ABP0JXRAR7DNK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , ABP0JXRAS7DNK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AB0YJGYADE.00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AB0YJXRAXE.NK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AB0YJXRANE.NK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AB0YJGYANE.NK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AH0QJKRAXE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 BERTAZZONI , AX0JJKUALE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0JJKUAIE.00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJKRATE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 BERTAZZONI , AX0YJKRAIE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,87", -, -
 LAGERMANIA 1882 , M6405TA6X0DPQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,75"," 0,75", -, -
 BERTAZZONI , AA0YJGYADE.IZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,74", -, -
 GORENJE , BSA6737ORAB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BSA6737ORAW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 AEG , EPS742230B 940321394 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK742280B 944188649 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE77228BM 944188655 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BD782S 944188648 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , GB7080PT 944188652 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSK782280M 944188642 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , GB7080PB 944188650 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE79228BM 944188654 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BD782SV 944188647 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 GORENJE , BCSX6737E23BG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 Respekta , AB140-33 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 Respekta , HS1000-33 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,77", -, -, -
 Electrolux , LKR500002W 943005550 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Electrolux , LKS600001W 943005551 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Electrolux , LKS500002W 943005552 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 VALBERG , 971965 IC 60 4MP W 343C ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,68", -, -
 UNITED , UFG-60302 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,78", -, -
 AEG , KSK782280M 944066998 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , KEK742280M 944066997 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,59", -, -
 AEG , BSK782380M 944188677 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPE742380B 944188678 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Electrolux , COB8S39Z 944032076 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK742280M 944188640 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK742280T 944188651 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE792380B 944188682 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BPK742380M 944188679 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Electrolux , KOBBS39X 944032072 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE782380B 944188683 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK742380B 944188672 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSK792380M 944188675 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 Electrolux , KOEBP39Z 944032074 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE782280M 944188674 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Electrolux , EOB8S39Z 944032075 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Electrolux , KOABS39X 944032071 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BHP6200M1 944188661 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BPE535160M 944188735 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BFP6250M1 944188658 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BFP6250W1 944188660 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BHP6200B1 944188662 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BFP6250B1 944188659 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , KSK792280M 944004907 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , KSK792280T 944004909 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , KPE742280M 944004940 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , KSE792280M 944004939 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 Dieter Knoll Collection , DKB65902XK 06060001-02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Dieter Knoll Collection , DKS38024XK 06060001-05 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Dieter Knoll Collection , DKP37902XK 06060001-03 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Dieter Knoll Collection , DKP39904XK 06060001-04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Dieter Knoll Collection , DKU35907XK 06060001-01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , EOB8S39X 944032073 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSE782380M 944188676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Husqvarna , QCE8250W 944182421 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BPE556360M 944188664 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 BEKO , BBIM113N0XP 7739182915 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 BEKO , BBIM134N0XP 7757787651 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 Vestfrost , VBO 1260 W Pyro ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, 1, 1, -, -
 Electrolux , OOS970NZ1 944032079 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK742380M 944188630 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK748380B 944188693 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BHS8500M1 944188700 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK748380M 944188730 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BFS8800M1 944188699 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BHS8500B1 944188717 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , KPK742280M 944004923 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , BSK792280M 944188639 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BSE77280M 944188685 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BPK748380M 944188690 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BBP8000B1 944188697 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 Electrolux , CKS980X1 944032083 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BSK792280T 944188653 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BSE792280M 944188670 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BBS8800B1 944188694 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BHS8800M1 944188698 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BFP8000M1 944188696 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BTS8500T1 944188720 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BFS8600M1 944188695 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 AEG , BSK792280B 944188641 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , BSK798380M 944188691 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,99"," 0,52", -, -
 AEG , KSK792280B 944004908 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,89"," 0,45", -, -
 AEG , BPK556360M 944188665 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,69", -, -
 AEG , BPE742380M 944188629 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 1,09"," 0,52", -, -
 beko , BBIM12400XPS 7757787645 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 beko , BBIS13300XPE 7768288381 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 BEKO , BBIM13400XPSE 7757787647 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 AMSTA , AMFEMP60X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 AMSTA , AMFEMP60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 ESKIMO , ES 4021 (7715288013) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Küppersbusch , BP6350.0GPH6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,68", -, -
 SMEG , SOP6902S2PP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68"," 3,92"," 2,45"
 SMEG , SOP6902S2PN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68"," 3,92"," 2,45"
 DAEWOO , O6PD27M2FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,79", -, -
 Respekta , AB120-33 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,75"," 0,74", -, -
 Respekta , HS2000-33 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79", -, -, -
 Schneider , SCG9MFCB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, 1," 0,91", -, -
 DAEWOO , O6PR27H1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,83", -, -
 SCHNEIDER , SCCG6DOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 Haier , HWO60SM6TS9BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Haier , HWO60SM5T9BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Haier , HWO60SM6T9BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Candy , FCDINE605X/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,67", -, -
 Haier , HWO60SM4TS5BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Haier , HWO60SM6TS5BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Haier , HWO60SM4TS9BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Haier , HWO60SM5T5BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Candy , FCDINE815X WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,8", -, -
 Candy , FCT825BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,8", -, -
 Candy , FCDINE896X WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,96"," 0,8", -, -
 Haier , HWO60SM6C1BHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,85", -, -
 Candy , FCT825XL1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,8", -, -
 De'Longhi , PRO 66 MA P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,76", -, -
 De'Longhi , FR-PGVR 96&2N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,27"," 2,57"," 8,18"," 9,24"
 De'Longhi , PRO 96 GVW ED2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,27"," 2,57"," 8,18"," 9,24"
 De'Longhi , PRO 66 MW P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,76", -, -
 De'Longhi , PRO 66 MX IN2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,76", -, -
 De'Longhi , PRO 66 MG P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,76", -, -
 De'Longhi , FR-PGVA 96&2N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,27"," 2,57"," 8,18"," 9,24"
 De'Longhi , FR-PGVC 96&2N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,27"," 2,57"," 8,18"," 9,24"
 beko , BBIM12400XCS 7768382114 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 Grundig , GEBM19300DXP 7768282926 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 hanseatic , HBCO7010PA1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,65", -, -
 Exquisit , ECM 5-4.1 BZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,68"," 0,71", -, -
 Candy , FCS100N/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 Exquisit , ECM 8-4.1 BZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,68"," 0,71", -, -
 SMEG , SO4606WS4PNR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,8"," 0,44"," 2,88"," 1,58"
 SMEG , SO4102S3S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,8"," 0,44"," 2,88"," 1,58"
 AEG , DCK731110M 944171758 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,77", -, -
 Electrolux , KDFCC00X 944171759 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,77", -, -
 AEG , DCE731110M 944171757 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,77", -, -
 beko , BBIM13400XCS 7757787642 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 SMEG , SO4102S3N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,8"," 0,44"," 2,88"," 1,58"
 Atag , OX6771B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 ASKO , OT86331BG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 ASKO , OP86331BG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,03"," 0,71", -, -
 Grundig , GEBM19401BH 7768282924 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 Grundig , GEBD19300DX 7757882988 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 Flavel , FLUE22300X 7739182920 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,81", -, -
 electriQ , EQBIODARKINOX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,81", -, -
 De'Longhi , DEMX 96 ED BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,86", -, -
 De'Longhi , DLM 90 XL-BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,5"," 1,01", -, -
 Essentials  , CFSG60W18 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,67", -," 6,01", -
 Flavel , FLUE22000X 7733982914 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,79", -, -
 Siguro , SGR-BO-S350B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,71", -, -
 Neff , B46FT62H0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,69", -, -
 Siguro , SGR-BO-G350B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 Siguro , SGR-BO-L350S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 SCHNEIDER , SCOC70ENBL  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,79", -, -
 SCHNEIDER , SCOP71ENBL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,79", -, -
 FRIONOR , FMCX21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,75", -, -
 Caple , C2902GM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,83", -, -﻿Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 Caple , C2902SS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,83", -, -
 Siguro , SGR-BO-L350B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 Siguro , SGR-BO-P350S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,83", -, -
