,Type,Brand,Model,Type_consumption,Consumption,Label,Other
6178,Oven, LAGERMANIA 1882 , MG102BN6X4AF1 ,kWh/ciclo,1.68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,81
6179,Oven, BLG , MP425BE6W0DKG ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6180,Oven, BLG , MG10GBH6W0AMD ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
6181,Oven, LA GERMANIA , MG10GBM6X0AMD ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
6182,Oven, LA GERMANIA , M6316BL6X0DKG ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6183,Oven, LA GERMANIA , MG102BS6W4103 ,kWh/ciclo,1.68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,81
6184,Oven, LA GERMANIA , MG10EBM6X4AD6 ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
6185,Oven, BLG , R910JFP1P4DD6 ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6186,Oven, BLG , RV0JJWA1NE.DK ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6187,Oven, LAGERMANIA 1882 , M6806FR6Q4DD6 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6188,Oven, BERTAZZONI , AA0JJXUALE.00 ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6189,Oven, BERTAZZONI , AJKKJEAAL7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6190,Oven, LAGERMANIA 1882 , MG10EBH6X0AF0 ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
6191,Oven, LAGERMANIA 1882 , MG106VA6N4DF1 ,kWh/ciclo,0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,75
