,Type,Brand,Model,Type_consumption,Label,Other,Consumption
1043,Water heaters, KWB - Kraft und Wärme aus Biomasse GmbH , KWB EmpaAir 300 AR ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3211567732115677
1044,Water heaters, Ferroli , EGEA 200 LT-S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1045,Water heaters, Ferroli , EGEA 120 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7513739643999672
1046,Water heaters, Lamborghini Caloreclima , DORA 200 LT-S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1047,Water heaters, Ferroli , EGEA 90 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.785825609055861
1048,Water heaters, Ferroli , EGEA 200 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1049,Water heaters, Lamborghini Caloreclima , DORA 120 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7513739643999672
1050,Water heaters, Lamborghini Caloreclima , DORA 260 HT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6012176560121767
1051,Water heaters, Ferroli , EGEA 200 HT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3823874755381607
1052,Water heaters, Lamborghini Caloreclima , DORA 260 LT-S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4733637747336377
1053,Water heaters, Lamborghini Caloreclima , DORA 200 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1054,Water heaters, Lamborghini Caloreclima , DORA 200 HT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3823874755381607
1055,Water heaters, Ferroli , EGEA 260 HT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6012176560121767
1056,Water heaters, Lamborghini Caloreclima , DORA 90 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.785825609055861
1057,Water heaters, Ferroli , EGEA 260 LT-S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4733637747336377
1058,Water heaters, Ferroli , EGEA 260 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4733637747336377
1059,Water heaters, Lamborghini Caloreclima , DORA 260 LT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4733637747336377
1060,Water heaters, Itho Daalderop ," 03-00509 W/W Warmtepomp 5G - 6,5 kW collectieve bron + 03-00590 WPV 270 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4331811263318113
1061,Water heaters, Itho Daalderop ," 03-00581 W/W Warmtepomp 5G - 6,5 kW klein collectief + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.254185692541857
1062,Water heaters, Itho Daalderop ," 03-00581 W/W Warmtepomp 5G - 6,5 kW klein collectief + 03-00590 WPV 270 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3869101978691019
1063,Water heaters, Itho Daalderop ," 03-00581 W/W Warmtepomp 5G - 6,5 kW klein collectief + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2213089802130899
1064,Water heaters, Itho Daalderop ," 03-00509 W/W Warmtepomp 5G - 6,5 kW collectieve bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.29558599695586
1065,Water heaters, Itho Daalderop ," 03-00509 W/W Warmtepomp 5G - 6,5 kW collectieve bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.33089802130898
1066,Water heaters, Itho Daalderop , 03-00582 WPU 75E-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3187214611872147
1067,Water heaters, Itho Daalderop , 03-00582 WPU 75E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2858447488584475
1068,Water heaters, Itho Daalderop , 03-00582 WPU 75E-5G + 03-00590 WPV 270 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3601217656012177
1078,Water heaters, Itho Daalderop , 03-00564 WPU 45KC-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.21765601217656
1079,Water heaters, Itho Daalderop , 03-00564 WPU 45KC-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.312079701120797
1082,Water heaters, Cordivari , BOLLYTERM HP1 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2978473581213308
1132,Water heaters, SAUTER , 396007 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.571993911719939
1153,Water heaters, Itho Daalderop , 03-00580 WPU 55KC-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1433789954337898
1154,Water heaters, Itho Daalderop , 03-00580 WPU 55KC-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.3150684931506849
1155,Water heaters, TIKI , HPTCM306ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1397260273972603
1156,Water heaters, TIKI , HPTCA1ZVNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3662100456621005
1157,Water heaters, TIKI , HPTCM201ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9095890410958904
1181,Water heaters, Itho Daalderop ," 03-00562 W/W Warmtepomp 5G - 2,5 kW klein collectief + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1665144596651447
1182,Water heaters, Itho Daalderop ," 03-00563 W/W Warmtepomp 5G - 3,5 kW klein collectief + 03-00547 WPV 90 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5988023952095809
1183,Water heaters, Itho Daalderop ," 03-00563 W/W Warmtepomp 5G - 3,5 kW klein collectief + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1665144596651447
1184,Water heaters, Itho Daalderop ," 03-00562 W/W Warmtepomp 5G - 2,5 kW klein collectief + 03-00547 WPV 90 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5988023952095809
1199,Water heaters, TIKI , HPTC201ZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.261839530332681
1200,Water heaters, TIKI , HPTC301ZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5171993911719939
1201,Water heaters, TIKI , HPTC302ZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5184170471841705
1207,Water heaters, ALPHA INNOTEC , 15210901 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9863013698630138
1208,Water heaters, NOVELAN , 15212601 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9863013698630138
1293,Water heaters, Itho Daalderop ," 03-00508 W/W Warmtepomp 5G - 6,5 kW individuele bron + 03-00590 WPV 270 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3869101978691019
1294,Water heaters, Itho Daalderop ," 03-00508 W/W Warmtepomp 5G - 6,5 kW individuele bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.254185692541857
1295,Water heaters, Itho Daalderop ," 03-00508 W/W Warmtepomp 5G - 6,5 kW individuele bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2213089802130899
1310,Water heaters, TESY , HPWH 2.1 260 U02 S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6487062404870625
1375,Water heaters, TESY , HPWH 2.1 260 U02 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6487062404870625
1382,Water heaters, Itho Daalderop ," 03-00415 W/W Warmtepomp 5G - 2,5 kW collectieve bron + 03-00547 WPV 90 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6299729308506274
1383,Water heaters, Itho Daalderop ," 03-00415 W/W Warmtepomp 5G - 2,5 kW collectieve bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2407914764079147
1384,Water heaters, Itho Daalderop ," 03-00415 W/W Warmtepomp 5G - 2,5 kW collectieve bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2980213089802133
1403,Water heaters, Bulex , MagnaAqua 80/3 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.792387827085555
1404,Water heaters, Bulex , MagnaAqua 150/3 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.80879337215979
1405,Water heaters, Vaillant , aroSTOR VWL BM 200/5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2931506849315066
1406,Water heaters, Bulex , MagnaAqua 100/3 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7874661635632844
1407,Water heaters, Viessmann Werke GmbH & Co. KG , 2122397 Vitocal 060-A T0E-ze 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1408,Water heaters, Vaillant , aroSTOR VWL B 270/5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.228962818003914
1409,Water heaters, Baxi Spa , A7736162 - SPC SPLIT 200 FS2 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.180430528375734
1410,Water heaters, Baxi Spa , A7736163 - SPC SPLIT 300 FS2 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4599695585996957
1411,Water heaters, Vaillant , aroSTOR VWL B 150/5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.792387827085555
1412,Water heaters, Viessmann Werke GmbH & Co. KG , 7727477 Vitocal 060-A T0E-ze 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0395303326810177
1422,Water heaters, Chaffoteaux , AQUANEXT SPLIT INVERTER  150 3069758 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1992172211350294
1423,Water heaters, Chaffoteaux , AQUANEXT SPLIT INVERTER  200 3069759 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1424,Water heaters, ARISTON , NUOS SPLIT INVERTER WI-FI 270 3069757 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4124809741248097
1425,Water heaters, ARISTON , NUOS SPLIT INVERTER WI-FI 150 3069755 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1992172211350294
1426,Water heaters, ARISTON , NUOS SPLIT INVERTER WI-FI 200 3069756 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.191389432485323
1427,Water heaters, Chaffoteaux , AQUANEXT SPLIT INVERTER  270 3069760 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4124809741248097
1447,Water heaters, ARISTON , NUOS EVO A+ 150 WH 3629074 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3432485322896281
1448,Water heaters, Chaffoteaux , AQUANEXT 110 WH 3629076 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.8120744811746371
1449,Water heaters, Chaffoteaux , AQUANEXT 80 WH 3629075 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.785825609055861
1450,Water heaters, ARISTON , NUOS EVO A+ 150 WH FR 3629101 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3432485322896281
1464,Water heaters, TIKI , HPTC120ZNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
1465,Water heaters, TIKI , HPTC80Z ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
1466,Water heaters, TIKI , HPTC100Z ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7612172914445083
1467,Water heaters, TIKI , HPTC80ZNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
1468,Water heaters, TIKI , HPTC100ZNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7612172914445083
1469,Water heaters, TIKI , HPTC120Z ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
1484,Water heaters, Vaillant , aroSTOR VWL B 200/5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.213307240704501
1488,Water heaters, HAJDU , HPT300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.5975646879756469
1489,Water heaters, HAJDU , HPT300C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.5975646879756469
1493,Water heaters, AQUASTIC , AQ HB 300C1 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1497,Water heaters, AQUASTIC , AQ HB 200C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5749510763209393
1498,Water heaters, HAJDU , HPT200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.3291585127201564
1499,Water heaters, AQUASTIC , AQ HB 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1500,Water heaters, HAJDU , HB300C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1503,Water heaters, HAJDU , HB200C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5749510763209393
1504,Water heaters, AQUASTIC , AQ HB 300C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1509,Water heaters, AQUASTIC , HB200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5749510763209393
1510,Water heaters, HAJDU , HPT200C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.3291585127201564
1511,Water heaters, HAJDU , HB300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1512,Water heaters, HAJDU , HB300C1 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.579647749510763
1517,Water heaters, AQUASTIC , AQ HB 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5749510763209393
1616,Water heaters, TIKI , HPTCM300ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1385083713850837
1617,Water heaters, TIKI , HPTC200ZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2477495107632095
1618,Water heaters, TIKI , HPTCM200ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9017612524461839
1619,Water heaters, TIKI , HPTC300ZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4989345509893455
1625,Water heaters, WATERKOTTE , EcoWell 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2477495107632095
1638,Water heaters, ELDOM , HPWH120S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.9039455335903536
1639,Water heaters, ELDOM , HPWH150I ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
1640,Water heaters, ELDOM , HPWH120 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.9039455335903536
1641,Water heaters, ELDOM , HPWH120I ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.9039455335903536
1642,Water heaters, ELDOM , HPWH150 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
1643,Water heaters, ELDOM , HPWH150IS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
1644,Water heaters, ELDOM , HPWH120IS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.9039455335903536
1645,Water heaters, ELDOM , HPWH150S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
1646,Water heaters, Baxi Spa , A7677361 - SCALDACQUA IN PDC SPC90 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,0.6973848069738481
1647,Water heaters, Baxi Spa , A7736164 - SPC SPLIT 150 WH2 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1475538160469667
1648,Water heaters, ATLANTIC , 090788 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XXL,1.90186799501868
1676,Water heaters, Paradigma , Libra Easy 260 LS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.610958904109589
1679,Water heaters, Paradigma , Libra Easy 260 HS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.6694063926940639
1774,Water heaters, ATLANTIC , 239728 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
1778,Water heaters, Galmet , Basic 270 (09-355102) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4757990867579909
1779,Water heaters, ATLANTIC , 286041 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2900195694716243
1782,Water heaters, Galmet , Basic 270 (09-355202) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4757990867579909
1816,Water heaters, Viessmann Werke GmbH & Co. KG , 7725747 Vitocal 262-A T2H 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3162861491628615
1817,Water heaters, Viessmann Werke GmbH & Co. KG , 2122392 Vitocal 262-A T2H 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5171993911719939
1829,Water heaters, Viessmann Werke GmbH & Co. KG , 7788920 Vitocal 262-A T2W 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.5342465753424657
1840,Water heaters, GORENJE , TCA1ZVNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3662100456621005
1841,Water heaters, WATERKOTTE , EcoWell 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5171993911719939
1923,Water heaters, KOSPEL S.A. , HPSW - 2/250 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3025440313111545
2082,Water heaters, VORTICE  , 45095 VORT WBHP 160 FENICE ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3495107632093932
2128,Water heaters, GORENJE , TC200TZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2477495107632095
2129,Water heaters, GORENJE , TC201TZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.261839530332681
2130,Water heaters, GORENJE , TC302TZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5184170471841705
2131,Water heaters, GORENJE , TC301TZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5171993911719939
2132,Water heaters, GORENJE , TC300TZGNT ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4989345509893455
2145,Water heaters, CLIMER , EH115TD ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.8498072348453778
2166,Water heaters, Itho Daalderop ," 03-00352 W/W Warmtepomp 5G - 3,4 kW collectieve bron + 03-00547 WPV 90 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6299729308506274
2167,Water heaters, Itho Daalderop ," 03-00352 W/W Warmtepomp 5G - 3,4 kW collectieve bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2407914764079147
2168,Water heaters, Itho Daalderop ," 03-00352 W/W Warmtepomp 5G - 3,4 kW collectieve bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2980213089802133
2169,Water heaters, METRO THERM , METRO MICROBOOSTER V 157191601 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9863013698630138
2170,Water heaters, METRO THERM , METRO MICROBOOSTER VS 157191602 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0066536203522505
2172,Water heaters, METRO THERM , METRO MICROBOOSTER P 157191603 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9518590998043053
2173,Water heaters, METRO THERM , METRO MICROBOOSTER PS 157191604 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9722113502935421
2176,Water heaters, METRO THERM , METROAIR AQUA 201 8255191610 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
