,Type,Brand,Model,Type_consumption,Consumption,Label,Other
1359,Range hoods, TEKA , TL 7310 ,Consumo anual de energía,78.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1360,Range hoods, TEKA , GFG2 Inox Vr.02 ,Consumo anual de energía,76.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1361,Range hoods, TEKA , GFH 55 Vr.05 ,Consumo anual de energía,77.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1362,Range hoods, TEKA , GFH 73 Vr.06 ,Consumo anual de energía,77.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1363,Range hoods, AEG , DBE5981HR 942022584 ,Consumo anual de energía,55.4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1364,Range hoods, SMEG , KDD90CNE ,Consumo anual de energía,58.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1365,Range hoods, SMEG , KSED95COP ,Consumo anual de energía,54.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,
1366,Range hoods, Continental Edison , CEH90CFC ,Consumo anual de energía,39.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1367,Range hoods, Candy , CCE160XGG ,Consumo anual de energía,44.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1368,Range hoods, ELICA , E017EXI-028-001 ,Consumo anual de energía,71.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1369,Range hoods, Haier , HADG9CS46BWIFI ,Consumo anual de energía,32.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1370,Range hoods, Haier , HATS9DS46BWIFI ,Consumo anual de energía,45.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1371,Range hoods, Haier , HATS6DS46BWIFI ,Consumo anual de energía,45.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1372,Range hoods, Candy , CTS9CEXWIFI ,Consumo anual de energía,41.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1373,Range hoods, Candy , CTS6CEXWIFI ,Consumo anual de energía,41.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1374,Range hoods, Faber , 325.0620.311 P2341                                                                                                                                                                                       ,Consumo anual de energía,73.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1375,Range hoods, AKPO , WK-9 SATURN60/T11/C08/L06/FA4 ,Consumo anual de energía,44.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1376,Range hoods, TEKA , DVN 77050 TTC WH ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1377,Range hoods, TEKA , DVN 67050 TTC WH ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1378,Range hoods, TEKA , DVN 67050 TTC BK ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1379,Range hoods, TEKA , DVN 97050 TTC BK ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1380,Range hoods, TEKA , DVN 77050 TTC BK ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1381,Range hoods, TEKA , DVN 97050 TTC WH ,Consumo anual de energía,46.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1382,Range hoods, Candy , CBG6250/1XGG ,Consumo anual de energía,54.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1383,Range hoods, TEKA , XT2 62030 SOS WH ,Consumo anual de energía,69.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1384,Range hoods, Haier , HATS9DS2XWIFI ,Consumo anual de energía,33.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1385,Range hoods, DAVOLINE , P 140 A ,Consumo anual de energía,25.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1386,Range hoods, Hoover , HTS9CBK3XWIFI ,Consumo anual de energía,47.4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1387,Range hoods, Hoover , HDG9DCK3BWIFI ,Consumo anual de energía,47.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1388,Range hoods, Candy , CDG6CEBWIFI ,Consumo anual de energía,42.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1389,Range hoods, Candy , CFT610/5S/1 ,Consumo anual de energía,43.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1390,Range hoods, Candy , CFT610/4N/1 ,Consumo anual de energía,43.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1391,Range hoods, Candy , CFT610/4W/1 ,Consumo anual de energía,43.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1392,Range hoods, Candy , CFT610/5X/1 ,Consumo anual de energía,43.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1393,Range hoods, AKPO , WK-4 COSTA60/T17/C05/L04/FA4 ,Consumo anual de energía,53.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1394,Range hoods, ELICA , E127XXI-022-003 ,Consumo anual de energía,44.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1395,Range hoods, ELICA , E127XXI-027-001 ,Consumo anual de energía,44.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1396,Range hoods, ELICA , E127XXI-023-004 ,Consumo anual de energía,44.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1397,Range hoods, Candy , CBG625/1XGG ,Consumo anual de energía,26.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1398,Range hoods, ELICA , E023GII-010-006 ,Consumo anual de energía,68.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
